id,t011_prgrm,pass_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year,t005_today
,Uasin Gishu,0,,1,,,1,,2,2,,8.5,,1,9,2014,27-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10.5,1,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,1,,3,3,,3,,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Uasin Gishu,1,,1,,,1,,3,3,,16,1,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Uasin Gishu,1,,1,,,1,,3,3,,18,1,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Uasin Gishu,0,0,,,,,,,,,,,1,5,2015,19may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Uasin Gishu,1,,1,,,1,,3,3,,17,1,1,5,2015,19may2015
,Uasin Gishu,1,,,1,1,1,,3,3,,25.83333333,1,1,9,2014,27-Sep-14
,Uasin Gishu,1,,,1,1,1,,3,3,,15,1,1,5,2015,23may2015
,Uasin Gishu,0,,1,,,1,,3,3,,1,,1,5,2015,23may2015
,Uasin Gishu,1,,1,,,1,,3,3,,13.25,1,1,5,2015,23may2015
,Uasin Gishu,1,,1,,,1,,3,3,,16.25,1,1,5,2015,23may2015
,Uasin Gishu,1,,1,,,1,,3,3,,25,1,1,5,2015,23may2015
,Uasin Gishu,0,,,,,0,,,,,,,1,5,2015,23may2015
,Uasin Gishu,0,,,,,1,,3,3,,9,,1,5,2015,23may2015
,Trans Nzoia,1,,,,,1,,3,3,,20.41666667,1,1,11,2014,25-Nov-14
,Uasin Gishu,1,,1,,,1,,3,3,,10.25,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,8,,1,5,2015,18may2015
,Uasin Gishu,1,,1,,,1,,3,3,,12.75,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,3,,1,5,2015,18may2015
,Uasin Gishu,1,,,1,1,1,,3,3,,10.25,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,8,,1,5,2015,18may2015
,Uasin Gishu,0,,1,,,1,,3,3,,7,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,8,,1,5,2015,18may2015
,Uasin Gishu,1,,,1,1,1,,3,3,,10,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,6,,1,5,2015,18may2015
,Uasin Gishu,1,,1,,,1,,3,3,,13,1,1,5,2015,18may2015
,Uasin Gishu,0,,1,,,1,,3,3,,1,,1,5,2015,18may2015
,Uasin Gishu,0,,,,,1,,3,3,,8,,1,5,2015,18may2015
,Uasin Gishu,0,,1,,,1,,3,3,,4,,1,5,2015,18may2015
,Uasin Gishu,1,,1,,,1,,3,3,,13.5,1,1,5,2015,18may2015
,Uasin Gishu,1,,1,,,1,,3,3,,20,1,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,20,1,1,5,2015,22may2015
,Uasin Gishu,1,,1,,,1,,3,3,,11.25,1,1,10,2014,02oct2014
,Uasin Gishu,1,,,,,1,,3,3,,30,1,1,5,2015,22may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,5,2015,22may2015
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,5,2015,22may2015
,Uasin Gishu,0,,1,,,1,,3,3,,6.5,,1,9,2014,30-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,11,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,8.5,,1,9,2014,30-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,6,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,3.25,,1,9,2014,24-Sep-14
,Uasin Gishu,0,0,,,,,,,,,,,1,5,2015,20may2015
,Uasin Gishu,1,,,1,1,1,,3,3,,25,1,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,1,,3,3,8,,,1,9,2014,24-Sep-14
,Uasin Gishu,0,0,,,,,,,,,,,1,5,2015,20may2015
,Uasin Gishu,0,,,,,1,,3,3,,2,,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,1,,3,3,,4,,1,9,2014,24-Sep-14
,Uasin Gishu,0,0,,,,,,,,,,,1,5,2015,20may2015
,Uasin Gishu,0,,,,,1,,3,3,,3.25,,1,9,2014,24-Sep-14
,Uasin Gishu,0,0,,,,,,,,,,,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,1,,3,3,,4.333333333,,1,9,2014,24-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,5.75,,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,1,,3,3,,1,,1,9,2014,24-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,1,,1,9,2014,24-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,4,,1,9,2014,26-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,11,1,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,1,,3,3,,9.25,,1,9,2014,26-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,1,,3,3,,5,,1,9,2014,26-Sep-14
,Uasin Gishu,0,0,,,,,,,,,,,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,1,,2,3,,9.75,,1,9,2014,26-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,25,1,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,5.25,,1,5,2015,20may2015
,Uasin Gishu,0,0,,,,,,,,,,,1,5,2015,20may2015
,Uasin Gishu,0,,1,,,1,,3,3,,5,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,1,3,,,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,8,,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,6,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,,,,1,,2,3,,1,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,9.166666667,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,26-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10.5,1,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,9.666666667,,1,9,2014,24-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,28.75,1,1,6,2015,11-Jun-15
,Uasin Gishu,0,,1,,,1,,1,2,,,,1,9,2014,24-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,9,2014,24-Sep-14
,Uasin Gishu,0,,1,,,1,,2,2,,6.666666667,,1,9,2014,24-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10.83333333,1,1,9,2014,24-Sep-14
,Uasin Gishu,0,,1,,,1,,2,2,,3.666666667,,1,9,2014,24-Sep-14
,Uasin Gishu,1,,,,,1,,3,3,,20,1,1,5,2015,23may2015
,Uasin Gishu,0,,,,,0,,,,,,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,5.75,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,3,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,4,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,6,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,8,,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,1,,1,2,,,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,7,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,23-Sep-14
,Uasin Gishu,0,0,,,,,,,,,,,1,9,2014,23-Sep-14
,Uasin Gishu,0,,,1,1,0,,,,,,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,,1,1,1,,2,3,,3.25,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,,,,1,,1,2,,,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,5,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,,1,1,1,,3,2,,7,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,1,3,,,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,10,5,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,7,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,25-Sep-14
,Uasin Gishu,1,,1,,,1,,2,3,,11.33333333,1,1,9,2014,25-Sep-14
,Uasin Gishu,0,,,,,1,,2,3,,2.5,,1,10,2014,02oct2014
,Uasin Gishu,0,,,,,0,,,,,,,1,5,2015,17may2015
,Uasin Gishu,1,,1,,,1,,3,3,,10.5,1,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,0,,,,,,,1,5,2015,17may2015
,Uasin Gishu,1,,1,,,1,,3,3,,14,1,1,5,2015,17may2015
,Uasin Gishu,0,,,,,1,,3,3,9,5,,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,11,1,1,10,2014,02oct2014
,Uasin Gishu,0,,0,,,,,,,,,,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,6,,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,9,2.75,,1,10,2014,02oct2014
,Uasin Gishu,1,,,0,,1,,3,3,,14,1,1,5,2015,18may2015
,Uasin Gishu,0,,,,,1,,3,3,,5,,1,10,2014,04oct2014
,Uasin Gishu,0,,,,,1,,3,3,9,5,,1,10,2014,04oct2014
,Uasin Gishu,1,,,,,1,,3,3,,10,1,1,10,2014,04oct2014
,Uasin Gishu,1,,,,,1,,3,3,,11,1,1,10,2014,04oct2014
,Uasin Gishu,0,,,1,1,1,,3,3,8,,,1,10,2014,04oct2014
,Uasin Gishu,0,,,,,1,,3,3,,2.25,,1,10,2014,04oct2014
,Uasin Gishu,0,,,,,1,,3,3,9,3.75,,1,10,2014,04oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,7,,1,10,2014,03oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,2,,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,0,,,,,,,1,10,2014,05oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,2,,1,10,2014,05oct2014
,Uasin Gishu,0,,,,,1,,3,3,,1,,1,10,2014,05oct2014
,Uasin Gishu,0,,,,,1,,3,3,,5.75,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,1,0,,,,,,,,1,5,2015,18may2015
,Uasin Gishu,1,,1,,,1,,3,3,,12,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,6.75,,1,5,2015,18may2015
,Uasin Gishu,0,,,,,1,,3,3,,5,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,9.25,,1,5,2015,18may2015
,Uasin Gishu,1,,,1,1,1,,3,3,,10.5,1,1,9,2014,30-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10.5,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,3.75,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,6.75,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,6,,1,9,2014,30-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,12,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,10,2014,03oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,1,,1,10,2014,03oct2014
,Uasin Gishu,0,,,0,,0,,,,,,,1,10,2014,03oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,1,,1,10,2014,03oct2014
,Uasin Gishu,0,,,,,1,,3,3,,5,,1,10,2014,03oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,10.5,1,1,10,2014,03oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,4,,1,10,2014,03oct2014
,Uasin Gishu,0,,,,,1,,3,3,,1,,1,10,2014,03oct2014
,Uasin Gishu,0,,,,,1,,3,3,,5.75,,1,10,2014,03oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,20,1,1,5,2015,23may2015
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,10,2014,02oct2014
,Uasin Gishu,0,,,,,1,,3,3,,5,,1,5,2015,23may2015
,Uasin Gishu,0,,,,,0,,,,,,,1,10,2014,02oct2014
,Uasin Gishu,1,,,,,1,,3,3,,16,1,1,5,2015,23may2015
,Uasin Gishu,0,,1,,,1,,3,3,,4.75,,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,3,,1,10,2014,02oct2014
,Uasin Gishu,0,0,,,,,,,,,,,1,5,2015,23may2015
,Uasin Gishu,1,,,,,1,,3,3,,11.5,1,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,12.75,1,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,4,,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,5,,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,11.66666667,1,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,7,,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,10.83333333,1,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,6,,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,4.75,,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,10.33333333,1,1,10,2014,02oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,10.5,1,1,10,2014,02oct2014
,Uasin Gishu,0,,,,,1,,3,3,,2,,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,1,,1,10,2014,02oct2014
,Trans Nzoia,1,,,,,1,,3,3,,10,1,1,11,2014,27-Nov-14
,Uasin Gishu,1,,1,,,1,,3,3,,10.5,1,1,10,2014,02oct2014
,Uasin Gishu,1,,,,,1,,3,3,,10.5,1,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,2,,1,10,2014,02oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,2,,1,10,2014,02oct2014
,Uasin Gishu,1,,,1,1,1,,3,3,,11,1,1,10,2014,03oct2014
,Uasin Gishu,1,,,1,1,1,,2,3,,10,1,1,10,2014,04oct2014
,Uasin Gishu,0,,,,,1,,3,3,,4,,1,10,2014,04oct2014
,Uasin Gishu,0,,1,,,1,,3,3,9,6.25,,1,10,2014,04oct2014
,Uasin Gishu,1,,1,,,1,,3,3,9,11.75,1,1,10,2014,04oct2014
,Uasin Gishu,0,,,,,1,,3,3,9,3.5,,1,10,2014,04oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,2,,1,10,2014,04oct2014
,Uasin Gishu,0,,,,,1,,1,2,,,,1,9,2014,27-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,27-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,15.83333333,1,1,9,2014,27-Sep-14
,Uasin Gishu,0,,,1,1,1,,3,3,,4.166666667,,1,9,2014,27-Sep-14
,Uasin Gishu,0,,,,,1,,2,3,,2.5,,1,9,2014,27-Sep-14
,Uasin Gishu,0,,,1,1,1,,2,2,,5,,1,9,2014,27-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10.16666667,1,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,4.5,,1,10,2014,01oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,1,,3,3,8,,,1,10,2014,01oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,10.5,1,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,0,,,,,,,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,0,,,,,,,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,3,,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,5,,1,10,2014,01oct2014
,Uasin Gishu,1,,1,,,1,,3,3,,18,1,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,6,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,,,1,,2,3,,6,,1,9,2014,30-Sep-14
,Uasin Gishu,0,,,,,0,,,,,,,1,10,2014,01oct2014
,Uasin Gishu,0,,,,,0,,,,,,,1,10,2014,01oct2014
,Uasin Gishu,0,,,,,0,,,,,,,1,10,2014,01oct2014
,Uasin Gishu,1,,,,,1,,3,3,,10,1,1,10,2014,01oct2014
,Uasin Gishu,0,,,,,1,,3,3,,5,,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,3.5,,1,10,2014,01oct2014
,Uasin Gishu,0,,,,,0,,,,,,,1,10,2014,01oct2014
,Uasin Gishu,1,,,,,1,,3,3,,10,1,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,6,,1,10,2014,01oct2014
,Uasin Gishu,0,,,,,1,,3,3,,3,,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,5,,1,10,2014,01oct2014
,Uasin Gishu,0,,1,,,1,,3,3,,4.25,,1,10,2014,01oct2014
,Uasin Gishu,0,,,,,1,,3,3,,3,,1,10,2014,01oct2014
,Uasin Gishu,0,,,,,0,,,,,,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,2,2,,5,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,1.833333333,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,2.666666667,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,2,2,,4.666666667,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,3,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,1.666666667,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,2.666666667,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,8,,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,3.5,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,4.166666667,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,5,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,5,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,2,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,6,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,4,,1,9,2014,25-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,3,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,3.333333333,,1,9,2014,26-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,5.333333333,,1,9,2014,26-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,12.5,1,1,9,2014,30-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,10,1,1,9,2014,30-Sep-14
,Uasin Gishu,1,,1,,,1,,3,3,,17.5,1,1,9,2014,30-Sep-14
,Uasin Gishu,1,,,0,,1,,3,3,,23,1,1,9,2014,29-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,6.25,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,5,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,5.5,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,,,,1,,3,3,,5.75,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,8,,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,1,,1,1,,,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,2.5,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,,0,,1,,1,2,,,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,5,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,0,,,,,,,,,,1,9,2014,29-Sep-14
,Uasin Gishu,1,,1,,,1,,2,2,,10.75,1,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,3.75,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,1,,3,3,,5.5,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,,,,1,,2,3,8,,,1,9,2014,29-Sep-14
,Uasin Gishu,0,0,,,,,,,,,,,1,9,2014,29-Sep-14
,Uasin Gishu,0,,1,,,1,,2,3,,4,,1,6,2015,06-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,5.25,,1,6,2015,08-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,10,1,1,6,2015,06-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,8,,1,6,2015,06-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3.75,,1,6,2015,08-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,10,1,1,6,2015,13-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,6,,,1,6,2015,13-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,7,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,4.75,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,6.25,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,7.5,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,4.75,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,0,,,,,,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,3,3,,7.75,,1,6,2015,10-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,10,1,1,6,2015,10-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,10,1,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,6.5,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,6,,1,6,2015,10-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,10.25,1,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,7,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,6,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,5.5,,1,6,2015,10-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,10.75,1,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,8,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,5,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,2.25,,1,6,2015,10-Jun-15
,Uasin Gishu,0,,1,,,0,,,,,,,1,6,2015,07-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,10.5,1,1,6,2015,05-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3.75,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3.5,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,4.5,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,6,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,5.25,,1,6,2015,05-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,5,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,0,,,,,,,1,6,2015,15-Jun-15
,Uasin Gishu,0,,,1,1,1,,2,3,9,4.5,,1,6,2015,05-Jun-15
,Uasin Gishu,0,,,1,1,1,,2,3,,1,,1,6,2015,05-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,6.5,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,7.75,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,5.5,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,4.75,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,7,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,7.5,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,2.25,,1,6,2015,05-Jun-15
,Uasin Gishu,0,,1,,,1,,1,2,,,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3.75,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3.75,,1,6,2015,07-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3,,1,6,2015,07-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,10,1,1,6,2015,13-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,2.25,,1,6,2015,13-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,7,,1,6,2015,13-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,12,1,1,6,2015,13-Jun-15
,Uasin Gishu,0,,1,,,0,,,,,,,1,6,2015,13-Jun-15
,Uasin Gishu,1,,1,,,1,,2,3,,18.25,1,1,6,2015,04-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,1.25,,1,6,2015,04-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3,,1,6,2015,04-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,1,,1,6,2015,04-Jun-15
,Uasin Gishu,0,,1,,,0,,,,,,,1,6,2015,04-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,1,,1,6,2015,04-Jun-15
,Uasin Gishu,0,,1,,,1,,2,3,,3,,1,6,2015,04-Jun-15
