id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,MFW,700953,,,,,,1,3,2014/05/29,2014/05/29,5,2014,2
,MFW,703002,,,,,,1,4,2014/06/05,2014/06/05,6,2014,2
,MFW,703017,,,,,,1,2,2014/05/08,2014/05/08,5,2014,2
,MFW,703046,,,,,,1,4,2014/07/16,2014/07/16,7,2014,2
,MFW,703060,,,,,,1,4,2014/06/05,2014/06/05,6,2014,2
,MFW,703406,,,,,,1,4,2014/06/17,2014/06/17,6,2014,2
,MFW,703483,,,,,,1,2,2014/05/07,2014/05/07,5,2014,2
,MFW,703519,,,,,,1,3,2014/08/02,2014/08/02,8,2014,2
,MFW,703682,,,,,,1,4,2014/05/28,2014/05/28,5,2014,2
,MFW,730696,,,,,,1,4,2014/05/23,2014/05/23,5,2014,2
,Kibuku 1,7020001,4,239,7.966667,0.5020921,2.51046,2,8,2014/10/28,2015/06/24,6,2015,2
,Kibuku 1,7020002,4,239,7.966667,0.5020921,2.51046,2,8,2014/10/28,2015/06/24,6,2015,2
,Kibuku 1,7020003,4,100,3.333333,1.2,6,2,8,2015/03/16,2015/06/24,6,2015,2
,Kibuku 1,7020004,4,100,3.333333,1.2,6,2,8,2015/03/16,2015/06/24,6,2015,2
,Kibuku 1,7020005,8,226,7.533333,1.061947,5.309734,3,12,2014/11/12,2015/06/26,6,2015,2
,Kibuku 1,7020006,8,216,7.2,1.111111,5.555556,3,12,2014/10/29,2015/06/02,6,2015,2
,Kibuku 1,7020007,8,241,8.033334,0.9958506,4.979253,3,12,2014/10/29,2015/06/27,6,2015,2
,Kibuku 1,7020008,8,241,8.033334,0.9958506,4.979253,3,12,2014/10/29,2015/06/27,6,2015,2
,Kibuku 1,7020009,8,241,8.033334,0.9958506,4.979253,3,12,2014/10/29,2015/06/27,6,2015,2
,Kibuku 1,7020010,3,136,4.533333,0.6617647,3.308823,4,8,2014/10/29,2015/06/27,6,2015,2
,Kibuku 2,7020011,8,223,7.433333,1.076233,5.381166,3,12,2014/11/14,2015/06/25,6,2015,2
,Kibuku 2,7020012,6,223,7.433333,0.8071749,4.035874,3,10,2014/11/14,2015/06/25,6,2015,2
,Kibuku 2,7020013,,,,,,1,4,2015/06/25,2015/06/25,6,2015,2
,Kibuku 2,7020014,6.8,239,7.966667,0.8535565,4.267783,3,11,2014/10/30,2015/06/26,6,2015,2
,Kibuku 2,7020015,2,104,3.466667,0.5769231,2.884615,2,6,2015/03/14,2015/06/26,6,2015,2
,Kibuku 2,7020016,,,,,,1,1,2015/06/26,2015/06/26,6,2015,2
,Kibuku 2,7020017,3.8,239,7.966667,0.4769875,2.384937,2,7,2014/10/30,2015/06/26,6,2015,2
,Kibuku 2,7020018,8,238,7.933333,1.008403,5.042017,3,10,2014/10/30,2015/06/25,6,2015,2
,Kibuku 2,7020019,8,238,7.933333,1.008403,5.042017,3,10,2014/10/30,2015/06/25,6,2015,2
,Kibuku 2,7020020,4,239,7.966667,0.5020921,2.51046,2,8,2014/10/30,2015/06/26,6,2015,2
,Kibuku 2,7020021,1,102,3.4,0.2941176,1.470588,2,2,2015/03/16,2015/06/26,6,2015,2
,Kibuku 2,7020022,4,104,3.466667,1.153846,5.769231,2,8,2015/03/14,2015/06/26,6,2015,2
,Kibuku 2,7020023,8,241,8.033334,0.9958506,4.979253,3,9,2014/10/28,2015/06/26,6,2015,2
,Kibuku 2,7020025,,,,,,1,0,2015/03/19,2015/03/19,3,2015,2
,Kibuku 2,7020026,8,207,6.9,1.15942,5.797101,3,12,2014/10/31,2015/05/26,5,2015,2
,Kibuku 2,7020027,4,70,2.333333,1.714286,8.571428,2,8,2015/03/17,2015/05/26,5,2015,2
,Kibuku 2,7020028,4,70,2.333333,1.714286,8.571428,3,8,2015/03/17,2015/05/28,5,2015,2
,Kibuku 2,7020029,8,208,6.933333,1.153846,5.769231,3,10,2014/10/31,2015/05/27,5,2015,2
,Kibuku 2,7020030,,,,,,2,0,2015/03/17,2015/05/26,5,2015,2
,Kibuku 2,7020031,8,208,6.933333,1.153846,5.769231,4,12,2014/10/31,2015/05/28,5,2015,2
,Kibuku 2,7020032,7.2,207,6.9,1.043478,5.217391,3,12,2014/10/31,2015/05/26,5,2015,2
,Kibuku 2,7020033,8,204,6.8,1.176471,5.882353,4,12,2014/11/03,2015/05/27,5,2015,2
,Kibuku 2,7020034,4,131,4.366667,0.9160305,4.580153,2,7,2014/11/03,2015/03/14,3,2015,2
,Kibuku 2,7020035,4,131,4.366667,0.9160305,4.580153,2,8,2014/11/03,2015/03/14,3,2015,2
,Kibuku 2,7020036,8,204,6.8,1.176471,5.882353,3,11,2014/11/04,2015/05/27,5,2015,2
,Kibuku 2,7020037,7.8,203,6.766667,1.152709,5.763547,4,10,2014/11/05,2015/05/28,5,2015,2
,Kibuku 2,7020038,10,211,7.033333,1.421801,7.109005,3,12,2014/11/05,2015/06/04,6,2015,2
,Kibuku 2,7020039,8,205,6.833333,1.170732,5.853658,3,11,2014/11/03,2015/05/27,5,2015,2
,Kibuku 2,7020040,7,204,6.8,1.029412,5.147059,3,11,2014/11/03,2015/05/26,5,2015,2
,Kibuku 2,7020041,7,204,6.8,1.029412,5.147059,3,9,2014/11/03,2015/05/26,5,2015,2
,Kibuku 1,7020042,,,,,,1,4,2015/03/14,2015/03/14,3,2015,2
,Kibuku 2,7020043,8,207,6.9,1.15942,5.797101,3,12,2014/10/31,2015/05/26,5,2015,2
,Kibuku 2,7020044,4,71,2.366667,1.690141,8.450705,2,8,2015/03/16,2015/05/26,5,2015,2
,Kibuku 2,7020045,8,207,6.9,1.15942,5.797101,3,11,2014/10/31,2015/05/26,5,2015,2
,Kibuku 2,7020046,6.8,207,6.9,0.9855072,4.927536,3,11,2014/10/31,2015/05/26,5,2015,2
,Kibuku 2,7020047,8,207,6.9,1.15942,5.797101,3,12,2014/10/31,2015/05/26,5,2015,2
,Kibuku 2,7020048,6,207,6.9,0.8695652,4.347826,4,10,2014/10/31,2015/05/28,5,2015,2
,Kibuku 2,7020049,7.2,207,6.9,1.043478,5.217391,3,12,2014/10/31,2015/05/26,5,2015,2
,Kibuku 2,7020050,8,208,6.933333,1.153846,5.769231,4,11,2014/10/31,2015/05/28,5,2015,2
,Kibuku 3,7020051,,,,,,1,4,2015/05/29,2015/05/29,5,2015,2
,Kibuku 3,7020052,3,346,11.53333,0.2601156,1.300578,2,6,2014/06/17,2015/05/29,5,2015,2
,Kibuku 3,7020053,11,346,11.53333,0.9537572,4.768786,5,15,2014/06/17,2015/06/06,6,2015,2
,Kibuku 3,7020054,10,352,11.73333,0.8522727,4.261364,4,13,2014/06/17,2015/06/04,6,2015,2
,Kibuku 3,7020055,9.2,352,11.73333,0.7840909,3.920455,4,14,2014/06/17,2015/06/04,6,2015,2
,Kibuku 3,7020056,8.8,346,11.53333,0.7630058,3.815029,4,12,2014/06/17,2015/05/29,5,2015,2
,Kibuku 3,7020057,11.8,347,11.56667,1.020173,5.100865,4,16,2014/06/16,2015/05/29,5,2015,2
,Kibuku 3,7020058,7.2,211,7.033333,1.023697,5.118484,3,11,2014/11/05,2015/06/04,6,2015,2
,Kibuku 3,7020059,7,205,6.833333,1.02439,5.121951,3,11,2014/11/12,2015/06/05,6,2015,2
,Kibuku 3,7020060,8.3,352,11.73333,0.7073864,3.536932,4,12.3,2014/06/17,2015/06/04,6,2015,2
,Kibuku 3,7020062,6.1,211,7.033333,0.8672985,4.336493,3,8.3,2014/11/05,2015/06/04,6,2015,2
,Kibuku 3,7020063,7,268,8.933333,0.7835821,3.917911,5,12,2014/06/17,2015/05/29,5,2015,2
,Kibuku 3,7020064,4,120,4,1,5,2,8,2014/11/12,2015/03/12,3,2015,2
,Kibuku 3,7020065,7,355,11.83333,0.5915493,2.957747,4,11,2014/06/20,2015/06/13,6,2015,2
,Kibuku 3,7020066,12,357,11.9,1.008403,5.042017,4,16,2014/06/19,2015/06/11,6,2015,2
,Kibuku 3,7020067,11,356,11.86667,0.9269663,4.634831,4,14,2014/06/19,2015/06/10,6,2015,2
,Kibuku 3,7020068,8,356,11.86667,0.6741573,3.370787,3,12,2014/06/19,2015/06/10,6,2015,2
,Kibuku 3,7020069,3.8,358,11.93333,0.3184358,1.592179,2,7,2014/06/19,2015/06/12,6,2015,2
,Kibuku 3,7020070,11.2,358,11.93333,0.9385475,4.692738,4,16,2014/06/19,2015/06/12,6,2015,2
,Kibuku 3,7020071,12,358,11.93333,1.005587,5.027933,4,15,2014/06/19,2015/06/12,6,2015,2
,Kibuku 3,7020072,11,358,11.93333,0.9217877,4.608938,4,15,2014/06/18,2015/06/11,6,2015,2
,Kibuku 3,7020073,11,359,11.96667,0.9192201,4.5961,4,15,2014/06/17,2015/06/11,6,2015,2
,Kibuku 3,7020074,12,359,11.96667,1.002786,5.013928,4,16,2014/06/17,2015/06/11,6,2015,2
,Kibuku 3,7020075,10,359,11.96667,0.8356546,4.178273,4,14,2014/06/17,2015/06/11,6,2015,2
,Kibuku 3,7020076,10.8,359,11.96667,0.9025069,4.512535,4,15,2014/06/18,2015/06/12,6,2015,2
,Kibuku 3,7020077,,,,,,1,4,2015/06/12,2015/06/12,6,2015,2
,Kibuku 3,7020078,11,362,12.06667,0.9116022,4.558011,4,15,2014/06/11,2015/06/08,6,2015,2
,Kibuku 3,7020079,12,362,12.06667,0.9944751,4.972376,4,15,2014/06/11,2015/06/08,6,2015,2
,Kibuku 3,7020080,12,362,12.06667,0.9944751,4.972376,4,15,2014/06/11,2015/06/08,6,2015,2
,Kibuku 3,7020081,7.6,362,12.06667,0.6298343,3.149171,4,11.4,2014/06/11,2015/06/08,6,2015,2
,Kibuku 3,7020084,9.2,362,12.06667,0.7624309,3.812155,4,14,2014/06/11,2015/06/08,6,2015,2
,Kibuku 3,7020085,13,405,13.5,0.962963,4.814815,4,15,2014/05/01,2015/06/10,6,2015,2
,Kibuku 3,7020086,3,86,2.866667,1.046512,5.232558,2,7,2015/03/11,2015/06/05,6,2015,2
,Kibuku 3,7020087,12,350,11.66667,1.028571,5.142857,4,15,2014/06/13,2015/05/29,5,2015,2
,Kibuku 3,7020088,11,350,11.66667,0.9428571,4.714286,4,15,2014/06/13,2015/05/29,5,2015,2
,Kibuku 3,7020089,12,350,11.66667,1.028571,5.142857,4,16,2014/06/13,2015/05/29,5,2015,2
,Kibuku 3,7020090,7.4,350,11.66667,0.6342857,3.171428,4,10.4,2014/06/13,2015/05/29,5,2015,2
,Kibuku 3,7020091,12,351,11.7,1.025641,5.128205,4,15,2014/06/12,2015/05/29,5,2015,2
,Kibuku 3,7020092,8,357,11.9,0.6722689,3.361345,3,10,2014/06/02,2015/05/25,5,2015,2
,Kibuku 3,7020093,,,,,,1,3,2015/05/25,2015/05/25,5,2015,2
,Kibuku 3,7020094,2,357,11.9,0.1680672,0.8403361,2,5,2014/06/02,2015/05/25,5,2015,2
,Kibuku 3,7020095,7.5,357,11.9,0.6302521,3.151261,4,12.3,2014/06/02,2015/05/25,5,2015,2
,Kibuku 3,7020096,10.8,357,11.9,0.9075631,4.537816,4,15,2014/06/02,2015/05/25,5,2015,2
,Kibuku 3,7020098,11.2,357,11.9,0.9411765,4.705883,5,16,2014/06/02,2015/05/28,5,2015,2
,Kibuku 3,7020099,9.2,357,11.9,0.7731093,3.865546,5,13,2014/06/02,2015/06/04,6,2015,2
,Kibuku 3,7020100,4.4,357,11.9,0.3697479,1.84874,3,8.4,2014/06/02,2015/05/25,5,2015,2
,Kibuku 3,7020101,7.8,357,11.9,0.6554622,3.277311,3,12,2014/06/02,2015/05/25,5,2015,2
,Kibuku 3,7020102,7,357,11.9,0.5882353,2.941177,3,11,2014/06/02,2015/05/25,5,2015,2
,Kibuku 3,7020103,8,351,11.7,0.6837607,3.418803,3,11,2014/06/10,2015/05/27,5,2015,2
,Kibuku 3,7020104,8,347,11.56667,0.6916426,3.458213,3,10,2014/06/12,2015/05/25,5,2015,2
,Kibuku 3,7020105,12,347,11.56667,1.037464,5.18732,4,15,2014/06/12,2015/05/25,5,2015,2
,Kibuku 3,7020106,10,446,14.86667,0.6726457,3.363229,5,14,2014/03/05,2015/05/25,5,2015,2
,Kibuku 3,7020107,12,445,14.83333,0.8089888,4.044944,5,16,2014/03/06,2015/05/25,5,2015,2
,Kibuku 3,7020108,6,444,14.8,0.4054054,2.027027,3,10,2014/03/07,2015/05/25,5,2015,2
,Kibuku 3,7020109,12,446,14.86667,0.8071749,4.035874,5,16,2014/03/06,2015/05/26,5,2015,2
,Kibuku 3,7020110,12,349,11.63333,1.031519,5.157593,5,15.2,2014/03/05,2015/05/26,5,2015,2
,Kibuku 3,7020111,14,450,15,0.9333333,4.666667,5,18,2014/03/03,2015/05/27,5,2015,2
,Kibuku 3,7020112,9.7,357,11.9,0.8151261,4.07563,4,13,2014/06/05,2015/05/28,5,2015,2
,Kibuku 3,7020113,10.3,449,14.96667,0.688196,3.44098,6,14.3,2014/03/04,2015/06/27,6,2015,2
,Kibuku 3,7020114,10,357,11.9,0.8403361,4.201681,6,12.2,2014/03/03,2015/07/30,7,2015,2
,Kibuku 3,7020115,14,449,14.96667,0.935412,4.67706,5,16,2014/03/04,2015/05/27,5,2015,2
,Kibuku 3,7020116,12,349,11.63333,1.031519,5.157593,5,14,2014/06/13,2015/05/28,5,2015,2
,Kibuku 3,7020117,12,357,11.9,1.008403,5.042017,4,15,2014/06/04,2015/05/27,5,2015,2
,Kibuku 3,7020118,2,123,4.1,0.4878049,2.439024,4,10,2014/11/06,2015/05/27,5,2015,2
,Kibuku 3,7020119,11.3,450,15,0.7533333,3.766667,5,15,2014/03/03,2015/05/27,5,2015,2
,Kibuku 3,7020120,9,368,12.26667,0.7336957,3.668478,6,17,2014/03/03,2015/05/27,5,2015,2
,Kibuku 3,7020121,8,248,8.266666,0.967742,4.83871,5,13,2014/03/03,2015/05/27,5,2015,2
,Kibuku 3,7020122,8,357,11.9,0.6722689,3.361345,4,11,2014/06/04,2015/05/27,5,2015,2
,Kibuku 3,7020123,12,446,14.86667,0.8071749,4.035874,6,16,2014/03/07,2015/07/13,7,2015,2
,Kibuku 3,7020124,9,348,11.6,0.775862,3.87931,4,12,2014/06/13,2015/05/27,5,2015,2
,Kibuku 3,7020125,10,348,11.6,0.862069,4.310345,4,13,2014/06/13,2015/05/27,5,2015,2
,Kibuku 3,7020126,8,449,14.96667,0.5345212,2.672606,4,12,2014/03/05,2015/05/28,5,2015,2
,Kibuku 3,7020127,13,447,14.9,0.8724833,4.362416,6,17,2014/03/07,2015/06/20,6,2015,2
,Kibuku 3,7020128,10,448,14.93333,0.6696429,3.348214,4,14,2014/03/05,2015/05/27,5,2015,2
,Kibuku 3,7020129,7,356,11.86667,0.5898876,2.949438,3,9,2014/06/06,2015/05/28,5,2015,2
,Kibuku 3,7020130,10,369,12.3,0.8130081,4.065041,6,18,2014/03/06,2015/05/26,5,2015,2
,Kibuku 3,7020131,8,372,12.4,0.6451613,3.225807,6,16,2014/03/04,2015/05/27,5,2015,2
,Kibuku 3,7020132,5,370,12.33333,0.4054054,2.027027,6,12,2014/03/06,2015/05/27,5,2015,2
,Kibuku 3,7020133,5,355,11.83333,0.4225352,2.112676,4,8.2,2014/03/07,2015/05/27,5,2015,2
,Kibuku 3,7020134,7,204,6.8,1.029412,5.147059,3,10,2014/11/04,2015/05/27,5,2015,2
,Kibuku 3,7020135,6,369,12.3,0.4878049,2.439024,7,14,2014/03/06,2015/06/20,6,2015,2
,Kibuku 3,7020136,13,446,14.86667,0.8744395,4.372197,5,17,2014/03/07,2015/05/27,5,2015,2
,Kibuku 3,7020137,7,203,6.766667,1.034483,5.172414,5,14,2014/06/11,2015/05/26,5,2015,2
,Kibuku 3,7020138,12,446,14.86667,0.8071749,4.035874,5,16,2014/03/06,2015/05/26,5,2015,2
,Kibuku 3,7020139,9,446,14.86667,0.6053811,3.026906,4,13,2014/03/06,2015/05/26,5,2015,2
,Kibuku 3,7020140,9,300,10,0.9,4.5,6,16,2014/03/06,2015/05/26,5,2015,2
,Kibuku 3,7020141,10,300,10,1,5,6,17,2014/03/06,2015/05/26,5,2015,2
,Kibuku 3,7020142,9,301,10.03333,0.8970099,4.48505,6,17,2014/03/06,2015/05/26,5,2015,2
,Kibuku 3,7020143,4,203,6.766667,0.591133,2.955665,2,8,2014/11/04,2015/05/26,5,2015,2
,Kibuku 3,7020145,12,348,11.6,1.034483,5.172414,5,15.2,2014/03/05,2015/05/25,5,2015,2
,Kibuku 3,7020146,12,446,14.86667,0.8071749,4.035874,5,16,2014/03/05,2015/05/25,5,2015,2
,Kibuku 3,7020148,13,450,15,0.8666667,4.333333,5,17,2014/03/03,2015/05/27,5,2015,2
,Kibuku 3,7020149,2,39,1.3,1.538462,7.692308,2,6,2015/04/18,2015/05/27,5,2015,2
,Kibuku 3,7020150,13,418,13.93333,0.9330143,4.665071,5,17,2014/03/04,2015/04/26,4,2015,2
,Kibuku 3,7020151,8,418,13.93333,0.5741627,2.870813,4,12,2014/03/04,2015/04/26,4,2015,2
,Kibuku 3,7020154,5.3,446,14.86667,0.3565023,1.782511,4,9,2014/03/05,2015/05/25,5,2015,2
,Kibuku 3,7020155,12,354,11.8,1.016949,5.084746,5,15.2,2014/03/04,2015/05/25,5,2015,2
,Kibuku 3,7020158,9.7,448,14.93333,0.6495535,3.247768,4,13,2014/03/04,2015/05/26,5,2015,2
,Kibuku 3,7020159,12.9,447,14.9,0.8657718,4.328859,5,16.2,2014/03/04,2015/05/25,5,2015,2
,Kibuku 3,7020160,5.2,368,12.26667,0.423913,2.119565,6,9.2,2014/03/04,2015/06/20,6,2015,2
,Kibuku 3,7020161,13.3,444,14.8,0.8986487,4.493243,7,17.3,2014/03/04,2015/06/22,6,2015,2
,Kibuku 3,7020164,8,365,12.16667,0.6575342,3.287671,4,10,2014/06/25,2015/06/25,6,2015,2
,Kibuku 3,7020165,8.2,351,11.7,0.7008547,3.504274,3,9,2014/07/10,2015/06/26,6,2015,2
,Kibuku 3,7020166,1,181,6.033333,0.1657459,0.8287293,5,9,2014/05/16,2015/06/05,6,2015,2
,Kibuku 3,7020167,11.2,368,12.26667,0.9130435,4.565217,5,20,2014/06/19,2015/06/23,6,2015,2
,Kibuku 3,7020168,8,268,8.933333,0.8955224,4.477612,5,15,2014/06/19,2015/06/23,6,2015,2
,Kibuku 3,7020171,12,358,11.93333,1.005587,5.027933,5,20,2014/06/19,2015/06/13,6,2015,2
,Kibuku 3,7020172,8.6,325,10.83333,0.7938462,3.969231,4,12.4,2014/08/02,2015/06/23,6,2015,2
,Kibuku 3,7020173,9,364,12.13333,0.7417582,3.708791,4,13,2014/06/24,2015/06/23,6,2015,2
,Kibuku 3,7020174,7,368,12.26667,0.5706522,2.853261,3,10,2014/06/23,2015/06/26,6,2015,2
,Kibuku 3,7020175,4,367,12.23333,0.3269755,1.634877,3,6,2014/06/23,2015/06/25,6,2015,2
,Kibuku 3,7020176,,,,,,4,8,2014/11/10,2015/07/16,7,2015,2
,Kibuku 3,7020177,7,367,12.23333,0.5722071,2.861035,3,10,2014/06/23,2015/06/25,6,2015,2
,Kibuku 3,7020178,5,356,11.86667,0.4213483,2.106741,4,11,2014/07/04,2015/06/27,6,2015,2
,Kibuku 3,7020179,5,355,11.83333,0.4225352,2.112676,3,8,2014/06/18,2015/06/08,6,2015,2
,Kibuku 3,7020180,5,371,12.36667,0.4043127,2.021563,3,8,2014/06/18,2015/06/24,6,2015,2
,Kibuku 3,7020181,6,365,12.16667,0.4931507,2.465753,3,10,2014/06/24,2015/06/24,6,2015,2
,Kibuku 3,7020182,10,352,11.73333,0.8522727,4.261364,3,10,2014/07/09,2015/06/26,6,2015,2
,Kibuku 3,7020183,10,352,11.73333,0.8522727,4.261364,3,10,2014/07/09,2015/06/26,6,2015,2
,Kibuku 3,7020184,7,350,11.66667,0.6,3,3,10,2014/06/23,2015/06/08,6,2015,2
,Kibuku 3,7020185,8,352,11.73333,0.6818182,3.409091,3,11,2014/06/21,2015/06/08,6,2015,2
,Kibuku 3,7020186,4,371,12.36667,0.3234501,1.617251,3,7,2014/06/18,2015/06/24,6,2015,2
,Kibuku 3,7020187,8,371,12.36667,0.6469002,3.234501,4,11,2014/06/18,2015/06/27,6,2015,2
,Kibuku 3,7020188,12,253,8.433333,1.422925,7.114625,6,20,2014/06/25,2015/06/08,6,2015,2
,Kibuku 3,7020189,7,146,4.866667,1.438356,7.191781,3,9,2014/06/18,2014/11/11,11,2014,2
,Kibuku 3,7020190,2,8,0.2666667,7.5,37.5,2,5,2014/06/18,2014/06/26,6,2014,2
,Kibuku 3,7020191,8,146,4.866667,1.643836,8.219177,3,11,2014/06/18,2014/11/11,11,2014,2
,Kibuku 3,7020192,7,371,12.36667,0.5660377,2.830189,3,10,2014/06/18,2015/06/24,6,2015,2
,Kibuku 3,7020193,8,371,12.36667,0.6469002,3.234501,3,12,2014/06/18,2015/06/24,6,2015,2
,Kibuku 3,7020194,6,365,12.16667,0.4931507,2.465753,3,10,2014/06/24,2015/06/24,6,2015,2
,Kibuku 3,7020195,7,369,12.3,0.5691057,2.845528,3,11,2014/06/20,2015/06/24,6,2015,2
,Kibuku 3,7020196,8,343,11.43333,0.6997085,3.498542,3,11,2014/06/20,2015/05/29,5,2015,2
,Kibuku 3,7020197,4,369,12.3,0.3252032,1.626016,3,6,2014/06/20,2015/06/24,6,2015,2
,Kibuku 3,7020198,3,143,4.766667,0.6293706,3.146853,4,9,2014/06/20,2015/06/24,6,2015,2
,Kibuku 3,7020199,3,142,4.733333,0.6338028,3.169014,4,11,2014/06/21,2015/05/29,5,2015,2
,Kibuku 3,7020200,4,265,8.833333,0.4528302,2.264151,6,11,2014/06/20,2015/06/24,6,2015,2
,Kibuku 3,7020201,5,368,12.26667,0.4076087,2.038043,3,9,2014/06/21,2015/06/24,6,2015,2
,Kibuku 3,7020202,4,251,8.366667,0.4780876,2.390438,5,12,2014/06/27,2015/07/07,7,2015,2
,Kibuku 3,7020203,12,225,7.5,1.6,8,5,15,2014/11/24,2015/07/14,7,2015,2
,Kibuku 3,7020204,11,375,12.5,0.88,4.4,4,15,2014/06/27,2015/07/07,7,2015,2
,Kibuku 3,7020205,7,253,8.433333,0.8300395,4.150198,5,15,2014/06/27,2015/07/07,7,2015,2
,Kibuku 3,7020206,12,375,12.5,0.96,4.8,5,14,2014/06/27,2015/07/14,7,2015,2
,Kibuku 3,7020207,12,375,12.5,0.96,4.8,5,16,2014/06/27,2015/07/14,7,2015,2
,Kibuku 3,7020208,11,257,8.566667,1.284047,6.420233,4,15,2014/06/26,2015/03/10,3,2015,2
,Kibuku 3,7020209,11,375,12.5,0.88,4.4,4,15,2014/06/27,2015/07/07,7,2015,2
,Kibuku 3,7020211,17,367,12.23333,1.389646,6.948228,10,32,2014/06/27,2015/07/14,7,2015,2
,Kibuku 3,7020212,10,375,12.5,0.8,4,4,14,2014/06/27,2015/07/07,7,2015,2
,Kibuku 3,7020213,8,375,12.5,0.64,3.2,3,11,2014/06/27,2015/07/07,7,2015,2
,Kibuku 3,7020214,12,408,13.6,0.8823529,4.411765,5,15,2014/05/20,2015/07/02,7,2015,2
,Kibuku 3,7020215,10,225,7.5,1.333333,6.666667,4,14,2014/11/19,2015/07/02,7,2015,2
,Kibuku 3,7020216,4,253,8.433333,0.4743083,2.371542,4,12,2014/06/25,2015/07/02,7,2015,2
,Kibuku 3,7020217,8,253,8.433333,0.9486166,4.743083,5,16,2014/06/25,2015/07/02,7,2015,2
,Kibuku 3,7020218,8,258,8.6,0.9302325,4.651163,6,15,2014/06/24,2015/06/30,6,2015,2
,Kibuku 3,7020219,8,255,8.5,0.9411765,4.705883,5,16,2014/06/24,2015/06/30,6,2015,2
,Kibuku 3,7020220,8,253,8.433333,0.9486166,4.743083,5,16,2014/06/25,2015/06/01,6,2015,2
,Kibuku 3,7020221,11,365,12.16667,0.9041095,4.520548,4,13,2014/06/30,2015/06/30,6,2015,2
,Kibuku 3,7020222,7,371,12.36667,0.5660377,2.830189,3,11,2014/06/24,2015/06/30,6,2015,2
,Kibuku 3,7020223,4,259,8.633333,0.4633205,2.316602,4,11,2014/06/24,2015/06/30,6,2015,2
,Kibuku 3,7020224,8,258,8.6,0.9302325,4.651163,5,15,2014/06/24,2015/06/30,6,2015,2
,Kibuku 3,7020225,8,375,12.5,0.64,3.2,4,12,2014/06/26,2015/07/14,7,2015,2
,Kibuku 3,7020226,12,376,12.53333,0.9574468,4.787234,5,15,2014/06/25,2015/07/14,7,2015,2
,Kibuku 3,7020227,12,376,12.53333,0.9574468,4.787234,4,15,2014/06/25,2015/07/06,7,2015,2
,Kibuku 3,7020228,2,150,5,0.4,2,4,9,2014/06/27,2015/07/07,7,2015,2
,Kibuku 3,7020229,12,376,12.53333,0.9574468,4.787234,4,15,2014/06/25,2015/07/06,7,2015,2
,Kibuku 3,7020230,12,376,12.53333,0.9574468,4.787234,6,20,2014/06/24,2015/07/14,7,2015,2
,Kibuku 3,7020231,11,376,12.53333,0.8776596,4.388298,4,14,2014/06/25,2015/07/06,7,2015,2
,Kibuku 3,7020232,11,376,12.53333,0.8776596,4.388298,5,15,2014/06/26,2015/07/07,7,2015,2
,Kibuku 3,7020233,8,329,10.96667,0.7294833,3.647417,4,10,2014/06/27,2015/07/07,7,2015,2
,Kibuku 3,7020234,12,376,12.53333,0.9574468,4.787234,5,16,2014/06/25,2015/07/14,7,2015,2
,Kibuku 3,7020235,5,167,5.566667,0.8982036,4.491018,8,21,2014/06/24,2015/07/07,7,2015,2
,Kibuku 3,7020236,9,320,10.66667,0.84375,4.21875,6,14,2014/06/24,2015/07/07,7,2015,2
,Kibuku 3,7020237,8,373,12.43333,0.6434316,3.217158,3,11,2014/06/24,2015/07/02,7,2015,2
,Kibuku 3,7020238,12,375,12.5,0.96,4.8,4,16,2014/06/26,2015/07/06,7,2015,2
,Kibuku 3,7020239,12,377,12.56667,0.9549072,4.774536,4,16,2014/06/24,2015/07/06,7,2015,2
,Kibuku 3,7020240,8,368,12.26667,0.6521739,3.26087,3,12,2014/07/01,2015/07/04,7,2015,2
,Kibuku 3,7020241,11,371,12.36667,0.8894879,4.447439,4,15,2014/06/27,2015/07/03,7,2015,2
,Kibuku 3,7020242,12,322,10.73333,1.118012,5.590062,6,20,2014/07/01,2015/07/04,7,2015,2
,Kibuku 3,7020243,8,252,8.4,0.952381,4.761905,5,15,2014/07/01,2015/07/04,7,2015,2
,Kibuku 3,7020244,7,251,8.366667,0.8366534,4.183267,5,15,2014/07/01,2015/07/03,7,2015,2
,Kibuku 3,7020245,14,367,12.23333,1.144414,5.722071,5,18,2014/07/01,2015/07/03,7,2015,2
,Kibuku 3,7020246,7.2,235,7.833333,0.9191489,4.595745,3,11,2014/11/14,2015/07/07,7,2015,2
,Kibuku 3,7020247,3,62,2.066667,1.451613,7.258065,2,7,2015/05/06,2015/07/07,7,2015,2
,Kibuku 3,7020248,7,235,7.833333,0.893617,4.468085,3,11,2014/11/14,2015/07/07,7,2015,2
,Kibuku 3,7020249,4,252,8.4,0.4761905,2.380953,4,11,2014/07/01,2015/07/04,7,2015,2
,Kibuku 3,7020250,9,363,12.1,0.7438017,3.719008,4,11,2014/07/02,2015/06/30,6,2015,2
,Kibuku 3,7020251,12,363,12.1,0.9917355,4.958678,4,16,2014/07/02,2015/06/30,6,2015,2
,Kibuku 3,7020252,4,110,3.666667,1.090909,5.454545,4,12,2014/11/15,2015/07/02,7,2015,2
,Kibuku 3,7020253,16,357,11.9,1.344538,6.722689,5,19,2014/07/04,2015/07/02,7,2015,2
