id,cem301_attendees_total,cem011_prgrm,month,year,cem009_country
,35,Manafwa,3,2014,
,54,Manafwa,2,2014,
,72,Manafwa,2,2014,
,57,Manafwa,2,2014,
,50,Manafwa,2,2014,
,63,Manafwa,2,2014,
,53,Manafwa,2,2014,
,120,Manafwa,2,2014,
,76,Manafwa,2,2014,
,79,Manafwa,2,2014,
,73,Manafwa,2,2014,
,72,Manafwa,1,2014,
,82,Manafwa,1,2014,
,38,Manafwa,1,2014,
,60,Manafwa,2,2014,
,58,Manafwa,2,2014,
,49,Manafwa,1,2014,
,103,Manafwa,1,2014,
,69,Manafwa,2,2014,
,35,Manafwa,1,2014,
,30,Manafwa,2,2014,
,80,Manafwa,2,2014,
,20,Manafwa,2,2014,
,30,Manafwa,2,2014,
,45,Manafwa,2,2014,
,68,Manafwa,2,2014,
,50,Manafwa,1,2014,
,36,Manafwa,1,2014,
,38,Manafwa,2,2014,
,53,Manafwa,2,2014,
,163,Manafwa,2,2014,
,59,Manafwa,2,2014,
,25,Manafwa,3,2014,
,47,Manafwa,2,2014,
,66,Manafwa,2,2014,
,32,Manafwa,2,2014,
,121,Manafwa,2,2014,
,35,Manafwa,1,2014,
,58,Manafwa,1,2014,
,60,Manafwa,1,2014,
,57,Manafwa,1,2014,
,40,Manafwa,2,2014,
,35,Manafwa,1,2014,
,52,Manafwa,1,2014,
,47,Manafwa,2,2014,
,53,Manafwa,2,2014,
,70,Manafwa,2,2014,
,42,Manafwa,2,2014,
,51,Manafwa,2,2014,
,38,Manafwa,2,2014,
,56,Manafwa,2,2014,
,70,Manafwa,1,2014,
,57,Manafwa,2,2014,
,64,Manafwa,1,2014,
,60,Manafwa,2,2014,
,80,Manafwa,1,2014,
,58,Manafwa,2,2014,
,45,Manafwa,1,2014,
,68,Manafwa,2,2014,
,41,Manafwa,2,2014,
,37,Manafwa,2,2014,
,24,Manafwa,2,2014,
,22,Manafwa,1,2014,
,68,Manafwa,1,2014,
,52,Manafwa,2,2014,
,41,Manafwa,2,2014,
,77,Manafwa,2,2014,
,36,Manafwa,2,2014,
,58,Manafwa,2,2014,
,86,Manafwa,1,2014,
,152,Manafwa,2,2014,
,78,Manafwa,1,2014,
,62,Manafwa,1,2014,
,56,Manafwa,2,2014,
,30,Manafwa,1,2014,
,41,Manafwa,3,2014,
,61,Manafwa,1,2014,
,80,Manafwa,1,2014,
,36,Manafwa,2,2014,
,87,Manafwa,1,2014,
,67,Manafwa,1,2014,
,40,Manafwa,2,2014,
,69,Manafwa,1,2014,
,257,Manafwa,1,2014,
,26,Manafwa,3,2014,
,66,Manafwa,1,2014,
,47,Manafwa,1,2014,
,101,Manafwa,2,2014,
,211,Manafwa,1,2014,
,63,Manafwa,1,2014,
,55,Manafwa,2,2014,
,66,Manafwa,1,2014,
,68,Manafwa,3,2014,
,90,Manafwa,1,2014,
,57,Manafwa,2,2014,
,173,Manafwa,2,2014,
,61,Manafwa,2,2014,
,48,Manafwa,1,2014,
,144,Manafwa,1,2014,
,70,Manafwa,2,2014,
,106,Manafwa,2,2014,
,32,Kibuku 3,3,2015,
,44,Manafwa,2,2014,
,62,Manafwa,2,2014,
,84,Manafwa,1,2014,
,79,Manafwa,1,2014,
,86,Manafwa,2,2014,
,40,Manafwa,2,2014,
,50,Manafwa,3,2014,
,32,Manafwa,3,2014,
,73,Manafwa,2,2014,
,66,Manafwa,1,2014,
,51,Manafwa,1,2012,
,79,Manafwa,2,2014,
,23,Manafwa,2,2014,
,60,Manafwa,2,2014,
,58,Manafwa,2,2014,
,85,Manafwa,2,2014,
,69,Manafwa,2,2014,
,54,Manafwa,1,2014,
,68,Manafwa,2,2014,
,35,Manafwa,2,2014,
,63,Manafwa,1,2014,
,49,Manafwa,2,2014,
,65,Manafwa,2,2014,
,50,Manafwa,2,2014,
,70,Manafwa,2,2014,
,50,Manafwa,2,2014,
,73,Manafwa,2,2014,
,32,Manafwa,2,2014,
,41,Manafwa,2,2014,
,55,Manafwa,2,2014,
,69,Manafwa,2,2014,
,65,Manafwa,2,2014,
,81,Manafwa,2,2014,
,39,Manafwa,2,2014,
,68,Manafwa,2,2014,
,37,Manafwa,1,2014,
,44,Manafwa,2,2014,
,70,Manafwa,2,2014,
,110,Manafwa,2,2014,
,38,Manafwa,2,2014,
,49,Manafwa,2,2014,
,40,Manafwa,2,2014,
,78,Manafwa,2,2014,
,46,Manafwa,2,2014,
,79,Manafwa,2,2014,
,38,Manafwa,2,2014,
,41,Manafwa,2,2014,
,70,Manafwa,2,2014,
,70,Manafwa,2,2014,
,60,Manafwa,2,2014,
,49,Manafwa,2,2014,
,65,Manafwa,2,2014,
,28,Manafwa,2,2014,
,40,Manafwa,2,2014,
,55,Manafwa,2,2014,
,51,Manafwa,2,2014,
,56,Manafwa,2,2014,
,61,Manafwa,2,2014,
,52,Manafwa,2,2014,
,99,Manafwa,2,2014,
,79,Manafwa,2,2014,
,43,Manafwa,2,2014,
,46,Manafwa,2,2014,
,58,Manafwa,2,2014,
,46,Manafwa,2,2014,
,42,Manafwa,2,2014,
,40,Manafwa,2,2014,
,45,Manafwa,2,2014,
,48,Manafwa,2,2014,
,28,Manafwa,2,2014,
,56,Manafwa,2,2014,
,39,Manafwa,2,2014,
,56,Manafwa,2,2014,
,29,Manafwa,2,2014,
,56,Manafwa,2,2014,
,50,Manafwa,2,2014,
,60,Manafwa,2,2014,
,85,Manafwa,2,2014,
,59,Manafwa,2,2014,
,64,Manafwa,2,2014,
,92,Manafwa,1,2014,
,52,Manafwa,1,2014,
,52,Manafwa,1,2014,
,33,Manafwa,1,2014,
,62,Manafwa,1,2014,
,30,Manafwa,1,2014,
,38,Manafwa,1,2014,
,30,Manafwa,1,2014,
,52,Kibuku 3,3,2015,
,44,Manafwa,1,2014,
,35,Kibuku 3,3,2015,
,44,Manafwa,1,2014,
,20,Manafwa,1,2014,
,45,Manafwa,1,2014,
,61,Manafwa,1,2014,
,31,Manafwa,1,2014,
,38,Manafwa,1,2014,
,31,Manafwa,1,2014,
,56,Manafwa,1,2014,
,72,Manafwa,1,2014,
,21,Manafwa,1,2014,
,62,Manafwa,1,2014,
,30,Manafwa,1,2014,
,53,Manafwa,1,2014,
,65,Manafwa,1,2014,
,115,Manafwa,1,2014,
,88,Manafwa,1,2014,
,23,Manafwa,1,2014,
,43,Manafwa,1,2014,
,32,Manafwa,1,2014,
,107,Manafwa,1,2014,
,64,Manafwa,1,2014,
,42,Manafwa,1,2014,
,54,Manafwa,1,2014,
,48,Manafwa,1,2014,
,31,Manafwa,1,2014,
,67,Manafwa,1,2014,
,64,Kibuku 3,3,2015,
,56,Manafwa,1,2014,
,42,Manafwa,1,2014,
,31,Manafwa,1,2014,
,70,Manafwa,1,2014,
,80,Manafwa,1,2014,
,42,Manafwa,3,2014,
,61,Manafwa,1,2014,
,42,Manafwa,1,2014,
,79,Manafwa,1,2014,
,38,Manafwa,1,2014,
,41,Manafwa,1,2014,
,49,Manafwa,1,2014,
,220,Manafwa,1,2014,
,162,Manafwa,1,2014,
,120,Manafwa,1,2014,
,85,Manafwa,1,2014,
,57,Manafwa,1,2014,
,54,Manafwa,1,2014,
,101,Manafwa,1,2014,
,44,Manafwa,1,2014,
,44,Manafwa,1,2014,
,53,Manafwa,1,2014,
,61,Manafwa,1,2014,
,77,Manafwa,1,2014,
,58,Manafwa,1,2014,
,51,Manafwa,1,2014,
,39,Manafwa,1,2014,
,48,Manafwa,1,2014,
,45,Manafwa,1,2014,
,60,Manafwa,1,2014,
,19,Manafwa,1,2014,
,40,Manafwa,1,2014,
,43,Manafwa,1,2014,
,98,Manafwa,1,2014,
,43,Manafwa,1,2014,
,45,Manafwa,2,2014,
,87,Manafwa,2,2014,
,53,Manafwa,2,2014,
,48,Manafwa,2,2014,
,53,Manafwa,1,2014,
,44,Manafwa,1,2014,
,57,Manafwa,1,2014,
,40,Manafwa,1,2014,
,76,Manafwa,1,2014,
,83,Manafwa,2,2014,
,109,Manafwa,1,2014,
,90,Manafwa,1,2014,
,69,Manafwa,2,2014,
,44,Manafwa,2,2014,
,50,Manafwa,2,2014,
,60,Manafwa,2,2014,
,52,Manafwa,2,2014,
,57,Manafwa,2,2014,
,38,Manafwa,2,2014,
,33,Manafwa,2,2014,
,60,Manafwa,2,2014,
,52,Manafwa,2,2014,
,31,Manafwa,2,2014,
,119,Manafwa,2,2014,
,76,Kibuku 3,3,2015,
,180,Manafwa,2,2014,
,51,Manafwa,2,2014,
,17,Manafwa,2,2014,
,50,Manafwa,2,2014,
,60,Manafwa,2,2014,
,54,Manafwa,2,2014,
,66,Manafwa,2,2014,
,135,Manafwa,2,2014,
,68,Manafwa,2,2014,
,50,Manafwa,2,2014,
,38,Manafwa,2,2014,
,120,Manafwa,2,2014,
,96,Manafwa,2,2014,
,35,Manafwa,2,2014,
,20,Manafwa,2,2014,
,52,Manafwa,2,2014,
,84,Manafwa,2,2014,
,45,Manafwa,2,2014,
,50,Manafwa,2,2014,
,60,Manafwa,2,2014,
,46,Manafwa,2,2014,
,65,Manafwa,2,2014,
,27,Manafwa,2,2014,
,57,Manafwa,2,2014,
,56,Manafwa,1,2014,
,54,Manafwa,2,2014,
,65,Manafwa,2,2014,
,65,Manafwa,2,2014,
,76,Manafwa,1,2014,
,76,Manafwa,2,2014,
,84,Manafwa,2,2014,
,80,Manafwa,2,2014,
,75,Manafwa,2,2014,
,77,Manafwa,2,2014,
,79,Manafwa,2,2014,
,49,Manafwa,2,2014,
,32,Manafwa,2,2014,
,85,Manafwa,2,2014,
,62,Manafwa,2,2014,
,42,Manafwa,2,2014,
,79,Manafwa,1,2014,
,32,Kibuku 3,3,2015,
,35,Manafwa,1,2014,
,59,Manafwa,1,2014,
,41,Manafwa,1,2014,
,69,Manafwa,1,2014,
,46,Manafwa,1,2014,
,66,Manafwa,1,2014,
,33,Manafwa,1,2014,
,41,Manafwa,1,2014,
,68,Manafwa,1,2014,
,82,Manafwa,1,2014,
,54,Manafwa,1,2014,
,38,Manafwa,1,2014,
,84,Manafwa,1,2014,
,40,Manafwa,1,2014,
,77,Manafwa,1,2014,
,47,Manafwa,1,2014,
,48,Manafwa,1,2014,
,58,Manafwa,1,2014,
,52,Manafwa,1,2014,
,49,Manafwa,1,2014,
,58,Manafwa,1,2014,
,49,Manafwa,1,2014,
,60,Manafwa,1,2014,
,75,Manafwa,1,2014,
,80,Manafwa,1,2014,
,104,Kibuku ,3,2015,
,65,Manafwa,1,2014,
,62,Manafwa,1,2014,
,39,Manafwa,1,2014,
,54,Manafwa,1,2014,
,45,Manafwa,1,2014,
,94,Kibuku ,3,2015,
,114,Manafwa,1,2014,
,113,Manafwa,1,2014,
,68,Manafwa,1,2014,
,98,Manafwa,1,2014,
,45,Manafwa,1,2014,
,32,Manafwa,2,2014,
,71,Manafwa,2,2014,
,38,Manafwa,2,2014,
,68,Manafwa,2,2014,
,22,Manafwa,2,2014,
,35,Manafwa,2,2014,
,70,Manafwa,2,2014,
,55,Manafwa,2,2014,
,64,Manafwa,2,2014,
,36,Manafwa,2,2014,
,102,Manafwa,2,2014,
,112,Manafwa,1,2014,
,32,Manafwa,2,2014,
,77,Manafwa,2,2014,
,88,Manafwa,2,2014,
,97,Manafwa,2,2014,
,82,Manafwa,1,2014,
,38,Manafwa,2,2014,
,69,Manafwa,2,2014,
,58,Manafwa,2,2014,
,108,Manafwa,2,2014,
,33,Manafwa,2,2014,
,86,Manafwa,2,2014,
,92,Manafwa,2,2014,
,73,Manafwa,2,2014,
,34,Manafwa,2,2014,
,41,Manafwa,2,2014,
,52,Manafwa,2,2014,
,40,Manafwa,2,2014,
,46,Manafwa,2,2014,
,59,Manafwa,2,2014,
,50,Manafwa,2,2014,
,101,Manafwa,2,2014,
,34,Manafwa,2,2014,
,50,Manafwa,2,2014,
,53,Manafwa,2,2014,
,40,Manafwa,2,2014,
,72,Manafwa,2,2014,
,108,Manafwa,2,2014,
,84,Manafwa,2,2014,
,49,Manafwa,2,2014,
,78,Manafwa,2,2014,
,30,Manafwa,2,2014,
,46,Manafwa,2,2014,
,95,Manafwa,1,2014,
,85,Manafwa,1,2014,
,41,Manafwa,1,2014,
,62,Manafwa,1,2014,
,76,Manafwa,1,2014,
,44,Manafwa,1,2014,
,40,Manafwa,1,2014,
,70,Manafwa,1,2014,
,55,Manafwa,1,2014,
,25,Manafwa,1,2014,
,50,Manafwa,1,2014,
,41,Manafwa,1,2014,
,48,Manafwa,1,2014,
,44,Kibuku 3,3,2015,
,60,Manafwa,1,2014,
,48,Manafwa,1,2014,
,85,Manafwa,1,2014,
,35,Manafwa,1,2014,
,40,Manafwa,1,2014,
,142,Kibuku ,3,2015,
,210,Manafwa,1,2014,
,74,Manafwa,1,2014,
,83,Manafwa,1,2014,
,116,Manafwa,1,2014,
,54,Manafwa,1,2014,
,47,Manafwa,1,2014,
,49,Manafwa,1,2014,
,56,Manafwa,1,2014,
,68,Manafwa,1,2014,
,89,Manafwa,1,2014,
,67,Kibuku ,3,2015,
,74,Manafwa,1,2014,
,39,Manafwa,1,2014,
,60,Manafwa,1,2014,
,59,Kibuku ,3,2015,
,56,Manafwa,1,2014,
,60,Manafwa,1,2014,
,50,Kibuku ,3,2015,
,70,Manafwa,1,2014,
,73,Manafwa,1,2014,
,40,Manafwa,1,2014,
,35,Manafwa,1,2014,
,77,Manafwa,1,2014,
,53,Manafwa,1,2014,
,41,Manafwa,1,2014,
,58,Manafwa,1,2014,
,33,Manafwa,1,2014,
,40,Manafwa,1,2014,
,39,Kibuku ,3,2015,
,35,Manafwa,1,2014,
,54,Manafwa,1,2014,
,81,Manafwa,1,2014,
,50,Manafwa,2,2014,
,33,Manafwa,2,2014,
,19,Manafwa,2,2014,
,31,Manafwa,2,2014,
,67,Manafwa,2,2014,
,33,Manafwa,2,2014,
,39,Manafwa,2,2014,
,51,Manafwa,2,2014,
,55,Manafwa,2,2014,
,69,Manafwa,2,2014,
,29,Manafwa,2,2014,
,24,Manafwa,2,2014,
,44,Manafwa,2,2014,
,60,Manafwa,1,2014,
,28,Manafwa,1,2014,
,29,Manafwa,1,2014,
,58,Manafwa,1,2014,
,94,Manafwa,1,2014,
,45,Manafwa,1,2014,
,72,Manafwa,1,2014,
,71,Manafwa,1,2014,
,67,Manafwa,1,2014,
,67,Kibuku 3,3,2015,
,75,Manafwa,1,2014,
,50,Manafwa,1,2014,
,29,Manafwa,1,2014,
,57,Manafwa,1,2014,
,24,Kibuku 3,3,2015,
,48,Kibuku 3,3,2015,
,41,Manafwa,1,2014,
,98,Manafwa,1,2014,
,81,Manafwa,1,2014,
,56,Kibuku 3,3,2015,
,54,Kibuku 3,3,2015,
,30,Manafwa,1,2014,
,51,Manafwa,1,2014,
,37,Manafwa,1,2014,
,59,Manafwa,1,2014,
,24,Manafwa,1,2014,
,24,Manafwa,1,2014,
,43,Manafwa,1,2014,
,21,Manafwa,1,2014,
,31,Manafwa,1,2014,
,44,Manafwa,1,2014,
,39,Manafwa,1,2014,
,25,Manafwa,1,2014,
,44,Manafwa,1,2014,
,21,Manafwa,1,2014,
,98,Manafwa,1,2014,
,32,Manafwa,1,2014,
,50,Manafwa,1,2014,
,88,Manafwa,1,2014,
,104,Manafwa,1,2014,
,22,Manafwa,1,2014,
,37,Kibuku 3,3,2015,
,53,Manafwa,1,2014,
,49,Manafwa,1,2014,
,80,Manafwa,1,2014,
,65,Manafwa,1,2014,
,45,Manafwa,1,2014,
,102,Manafwa,1,2014,
,28,Kibuku 3,3,2015,
,30,Manafwa,1,2014,
,68,Manafwa,2,2014,
,62,Manafwa,2,2014,
,61,Manafwa,2,2014,
,39,Manafwa,2,2014,
,75,Manafwa,2,2014,
,64,Manafwa,2,2014,
,68,Manafwa,2,2014,
,83,Manafwa,2,2014,
,78,Manafwa,2,2014,
,75,Manafwa,2,2014,
,53,Manafwa,2,2014,
,52,Manafwa,2,2014,
,83,Manafwa,2,2014,
,51,Manafwa,2,2014,
,46,Manafwa,2,2014,
,38,Manafwa,3,2014,
,67,Manafwa,3,2014,
,31,Manafwa,3,2014,
,80,Manafwa,3,2014,
,63,Manafwa,3,2014,
,53,Manafwa,3,2014,
,43,Manafwa,3,2014,
,67,Manafwa,3,2014,
,58,Manafwa,3,2014,
,54,Manafwa,3,2014,
,48,Manafwa,3,2014,
,54,Manafwa,3,2014,
,38,Manafwa,3,2014,
,72,Manafwa,3,2014,
,35,Manafwa,3,2014,
,31,Manafwa,3,2014,
,40,Manafwa,3,2014,
,68,Manafwa,2,2014,
,49,Manafwa,2,2014,
,68,Manafwa,2,2014,
,42,Manafwa,2,2014,
,69,Manafwa,2,2014,
,55,Manafwa,2,2014,
,51,Manafwa,2,2014,
,60,Manafwa,2,2014,
,56,Manafwa,2,2014,
,38,Manafwa,2,2014,
,32,Manafwa,2,2014,
,84,Manafwa,2,2014,
,77,Manafwa,2,2014,
,49,Manafwa,2,2014,
,66,Manafwa,2,2014,
,38,Manafwa,2,2014,
,52,Manafwa,2,2014,
,66,Manafwa,2,2014,
,63,Manafwa,2,2014,
,56,Manafwa,2,2014,
,69,Manafwa,2,2014,
,65,Manafwa,2,2014,
,50,Manafwa,2,2014,
,61,Manafwa,2,2014,
,68,Manafwa,2,2014,
,55,Manafwa,2,2014,
,65,Manafwa,2,2014,
,71,Manafwa,2,2014,
,71,Manafwa,2,2014,
,62,Manafwa,2,2014,
,32,Manafwa,3,2014,
,47,Manafwa,2,2014,
,65,Manafwa,2,2014,
,78,Manafwa,3,2014,
,34,Manafwa,2,2014,
,117,Manafwa,2,2014,
,42,Manafwa,2,2014,
,48,Manafwa,2,2014,
,60,Manafwa,2,2014,
,47,Manafwa,2,2014,
,32,Manafwa,2,2014,
,54,Manafwa,3,2014,
,77,Manafwa,2,2014,
,52,Manafwa,2,2014,
,49,Manafwa,2,2014,
,26,Manafwa,2,2014,
,40,Manafwa,2,2014,
,74,Manafwa,2,2014,
,61,Manafwa,2,2014,
,57,Manafwa,2,2014,
,81,Manafwa,2,2014,
,68,Manafwa,2,2014,
,71,Manafwa,2,2014,
,51,Manafwa,2,2014,
,42,Manafwa,2,2014,
,74,Manafwa,2,2014,
,58,Manafwa,2,2014,
,77,Manafwa,2,2014,
,38,Manafwa,2,2014,
,41,Manafwa,2,2014,
,64,Manafwa,2,2014,
,67,Manafwa,2,2014,
,36,Manafwa,3,2014,
,29,Manafwa,3,2014,
,41,Manafwa,3,2014,
,45,Manafwa,3,2014,
,52,Manafwa,3,2014,
,40,Manafwa,3,2014,
,38,Manafwa,3,2014,
,35,Manafwa,3,2014,
,32,Manafwa,3,2014,
,29,Manafwa,3,2014,
,31,Manafwa,3,2014,
,46,Manafwa,3,2014,
,32,Manafwa,2,2014,
,23,Manafwa,2,2014,
,46,Manafwa,2,2014,
,48,Manafwa,2,2014,
,50,Manafwa,2,2014,
,30,Manafwa,2,2014,
,82,Manafwa,2,2014,
,72,Manafwa,2,2014,
,70,Manafwa,2,2014,
,42,Manafwa,2,2014,
,22,Manafwa,2,2014,
,42,Manafwa,1,2012,
,60,Manafwa,1,2012,
,58,Manafwa,1,2012,
,52,Manafwa,2,2014,
,22,Manafwa,1,2012,
,35,Manafwa,1,2012,
,28,Manafwa,2,2014,
,63,Manafwa,1,2012,
,58,Manafwa,2,2014,
,71,Manafwa,2,2014,
,72,Manafwa,2,2014,
,40,Manafwa,2,2014,
,21,Manafwa,2,2014,
,30,Manafwa,2,2014,
,38,Manafwa,2,2014,
,65,Manafwa,2,2014,
,56,Manafwa,2,2014,
,35,Manafwa,2,2014,
,29,Manafwa,2,2014,
,18,Manafwa,2,2014,
,25,Manafwa,2,2014,
,20,Manafwa,2,2014,
,20,Manafwa,3,2014,
,47,Manafwa,3,2014,
,61,Manafwa,3,2014,
,62,Manafwa,3,2014,
,40,Manafwa,3,2014,
,24,Manafwa,3,2014,
,22,Manafwa,3,2014,
,64,Manafwa,3,2014,
,79,Manafwa,2,2014,
,30,Manafwa,2,2014,
,35,Manafwa,2,2014,
,20,Manafwa,2,2014,
,45,Manafwa,3,2014,
,18,Manafwa,2,2014,
,28,Manafwa,2,2014,
,66,Manafwa,2,2014,
,38,Manafwa,3,2014,
,135,Manafwa,3,2014,
,72,Manafwa,2,2014,
,72,Manafwa,2,2014,
,65,Manafwa,2,2014,
,92,Manafwa,2,2014,
,50,Manafwa,2,2014,
,44,Manafwa,2,2014,
,63,Manafwa,2,2014,
,70,Manafwa,2,2014,
,42,Manafwa,2,2014,
,29,Manafwa,2,2014,
,70,Manafwa,2,2014,
,111,Manafwa,2,2014,
,17,Manafwa,2,2014,
,49,Manafwa,2,2014,
,56,Manafwa,2,2014,
,55,Manafwa,2,2014,
,45,Manafwa,2,2014,
,58,Manafwa,2,2014,
,48,Manafwa,2,2014,
,74,Manafwa,2,2014,
,82,Manafwa,2,2014,
,61,Manafwa,2,2014,
,56,Manafwa,2,2014,
,80,Manafwa,2,2014,
,54,Manafwa,2,2014,
,85,Manafwa,2,2014,
,210,Manafwa,2,2014,
,69,Manafwa,2,2014,
,72,Manafwa,2,2014,
,56,Manafwa,2,2014,
,28,Manafwa,2,2014,
,50,Manafwa,2,2014,
,49,Manafwa,2,2014,
,37,Manafwa,2,2014,
,55,Manafwa,2,2014,
,59,Manafwa,2,2014,
,43,Manafwa,2,2014,
,41,Manafwa,2,2014,
,73,Manafwa,2,2014,
,98,Manafwa,2,2014,
,78,Manafwa,3,2014,
,32,Manafwa,3,2014,
,20,Manafwa,2,2014,
,49,Manafwa,2,2014,
,22,Manafwa,2,2014,
,25,Manafwa,2,2014,
,69,Manafwa,3,2014,
,25,Manafwa,3,2014,
,44,Manafwa,3,2014,
,24,Manafwa,3,2014,
,37,Manafwa,2,2014,
,31,Manafwa,3,2014,
,28,Manafwa,3,2014,
,27,Manafwa,3,2014,
,35,Manafwa,2,2014,
,96,Manafwa,3,2014,
,36,Manafwa,3,2014,
,40,Manafwa,2,2014,
,47,Manafwa,2,2014,
,38,Manafwa,2,2014,
,40,Manafwa,2,2014,
,49,Manafwa,2,2014,
,67,Manafwa,2,2014,
,61,Manafwa,2,2014,
,62,Manafwa,2,2014,
,79,Manafwa,2,2014,
,46,Manafwa,2,2014,
,56,Manafwa,2,2014,
,30,Manafwa,2,2014,
,28,Manafwa,2,2014,
,44,Manafwa,2,2014,
,50,Manafwa,2,2014,
,27,Manafwa,2,2014,
,52,Manafwa,2,2014,
,34,Manafwa,2,2014,
,23,Manafwa,2,2014,
,29,Manafwa,2,2014,
,59,Manafwa,2,2014,
,58,Manafwa,2,2014,
,34,Manafwa,2,2014,
,26,Manafwa,2,2014,
,36,Manafwa,2,2014,
,36,Manafwa,2,2014,
,21,Manafwa,2,2014,
,63,Manafwa,2,2014,
,56,Manafwa,2,2014,
,46,Manafwa,2,2014,
,49,Manafwa,2,2014,
,51,Manafwa,2,2014,
,39,Manafwa,2,2014,
,48,Manafwa,2,2014,
,87,Manafwa,2,2014,
,51,Manafwa,2,2014,
,32,Manafwa,2,2014,
,31,Manafwa,2,2014,
,70,Manafwa,3,2014,
,32,Manafwa,3,2014,
,28,Manafwa,3,2014,
,59,Manafwa,2,2014,
,65,Manafwa,2,2014,
,54,Manafwa,3,2014,
,57,Manafwa,2,2014,
,35,Manafwa,2,2014,
,78,Manafwa,2,2014,
,49,Manafwa,3,2014,
,35,Manafwa,3,2014,
,34,Manafwa,3,2014,
,52,Manafwa,3,2014,
,71,Manafwa,3,2014,
,50,Manafwa,3,2014,
,51,Manafwa,3,2014,
,50,Manafwa,3,2014,
,31,Manafwa,3,2014,
,45,Manafwa,3,2014,
,45,Manafwa,3,2014,
,62,Manafwa,3,2014,
,26,Manafwa,3,2014,
,28,Manafwa,2,2014,
,30,Manafwa,2,2014,
,41,Manafwa,1,2012,
,32,Manafwa,3,2014,
,151,Manafwa,3,2014,
,70,Manafwa,3,2014,
,38,Manafwa,2,2014,
,35,Manafwa,2,2014,
,34,Manafwa,3,2014,
,73,Manafwa,3,2014,
,26,Manafwa,3,2014,
,41,Manafwa,3,2014,
,40,Manafwa,3,2014,
,35,Manafwa,1,2014,
,30,Manafwa,3,2014,
,35,Manafwa,3,2014,
,42,Manafwa,3,2014,
,34,Manafwa,1,2014,
,42,Manafwa,1,2014,
,29,Manafwa,1,2014,
,71,Manafwa,1,2014,
,62,Manafwa,1,2014,
,80,Manafwa,1,2014,
,45,Manafwa,1,2014,
,90,Manafwa,1,2014,
,40,Manafwa,1,2014,
,20,Manafwa,2,2014,
,51,Manafwa,1,2014,
,31,Manafwa,1,2014,
,76,Manafwa,1,2014,
,29,Manafwa,1,2014,
,38,Manafwa,1,2014,
,45,Manafwa,1,2014,
,30,Manafwa,1,2014,
,84,Manafwa,1,2014,
,54,Manafwa,1,2014,
,50,Manafwa,1,2014,
,73,Manafwa,1,2014,
,55,Manafwa,1,2014,
,44,Manafwa,2,2014,
,52,Manafwa,1,2014,
,38,Kibuku 3,3,2015,
,35,Manafwa,1,2012,
,85,Manafwa,2,2014,
,62,Manafwa,2,2014,
,86,Manafwa,2,2014,
,50,Manafwa,1,2014,
,14,Manafwa,1,2014,
,58,Kibuku ,3,2015,
,50,Manafwa,1,2014,
,35,Manafwa,2,2014,
,42,Manafwa,2,2014,
,35,Manafwa,2,2014,
,84,Manafwa,2,2014,
,41,Manafwa,3,2014,
,58,Manafwa,2,2014,
,24,Manafwa,3,2014,
,32,Manafwa,3,2014,
,32,Manafwa,3,2014,
,53,Manafwa,3,2014,
,29,Manafwa,2,2014,
,18,Manafwa,3,2014,
,54,Manafwa,3,2014,
,25,Manafwa,3,2014,
,33,Manafwa,3,2014,
,50,Manafwa,3,2014,
,30,Manafwa,3,2014,
,35,Manafwa,3,2014,
,55,Manafwa,3,2014,
,63,Manafwa,3,2014,
,25,Manafwa,3,2014,
,35,Manafwa,3,2014,
,18,Manafwa,3,2014,
,20,Manafwa,3,2014,
,48,Kibuku 3,3,2015,
,32,Manafwa,3,2014,
,23,Manafwa,3,2014,
,30,Manafwa,3,2014,
,27,Manafwa,3,2014,
,36,Manafwa,3,2014,
,27,Manafwa,3,2014,
,15,Manafwa,3,2014,
,22,Manafwa,3,2014,
,40,Manafwa,3,2014,
,43,Manafwa,3,2014,
,41,Manafwa,3,2014,
,58,Manafwa,3,2014,
,27,Kibuku ,3,2015,
,21,Manafwa,3,2014,
,46,Manafwa,3,2014,
,30,Manafwa,3,2014,
,25,Manafwa,3,2014,
,13,Manafwa,3,2014,
,34,Manafwa,3,2014,
,42,Manafwa,3,2014,
,76,Manafwa,3,2014,
,35,Manafwa,3,2014,
,59,Manafwa,3,2014,
,60,Manafwa,3,2014,
,35,Manafwa,3,2014,
,35,Manafwa,3,2014,
,28,Manafwa,3,2014,
,32,Manafwa,3,2014,
,55,Manafwa,3,2014,
,24,Manafwa,3,2014,
,20,Manafwa,3,2014,
,64,Manafwa,3,2014,
,29,Manafwa,3,2014,
,25,Manafwa,3,2014,
,39,Manafwa,3,2014,
,25,Manafwa,3,2014,
,56,Manafwa,3,2014,
,41,Manafwa,3,2014,
,41,Manafwa,3,2014,
,41,Manafwa,3,2014,
,22,Manafwa,3,2014,
,40,Manafwa,3,2014,
,48,Manafwa,3,2014,
,52,Manafwa,3,2014,
,24,Manafwa,3,2014,
,38,Manafwa,3,2014,
,36,Manafwa,3,2014,
,27,Manafwa,3,2014,
,25,Manafwa,3,2014,
,23,Manafwa,3,2014,
,19,Manafwa,3,2014,
,41,Sironko,8,2014,
,29,Sironko,9,2014,
,32,Sironko,9,2014,
,65,Sironko,9,2014,
,38,Sironko,9,2014,
,55,Sironko,9,2014,
,39,Sironko,9,2014,
,53,Sironko,9,2014,
,38,Sironko,9,2014,
,30,Sironko,9,2014,
,38,Sironko,9,2014,
