id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
1,BSA,10010004,2.5,65,2.166667,1.153846,5.769231,2,5,2015/08/20,2015/10/24,10,2015,1
2,BSA,10010008,3,22,0.7333333,4.090909,20.45454,2,6,2015/06/15,2015/07/07,7,2015,1
3,BSA,10020008,6,125,4.166667,1.44,7.2,3,9,2015/06/20,2015/10/23,10,2015,1
4,BSA,10020016,6,156,5.2,1.153846,5.769231,3,9,2015/05/12,2015/10/15,10,2015,1
5,BSA,10020017,1,109,3.633333,0.2752293,1.376147,2,5,2015/06/27,2015/10/14,10,2015,1
6,BSA,10020026,4.5,127,4.233333,1.062992,5.314961,3,7,2015/06/19,2015/10/24,10,2015,1
7,BSA,10020027,3.5,127,4.233333,0.8267717,4.133858,3,6,2015/06/19,2015/10/24,10,2015,1
8,BSA,10020028,5.5,127,4.233333,1.299213,6.496063,3,8,2015/06/19,2015/10/24,10,2015,1
9,BSA,10050023,3,231,7.7,0.3896104,1.948052,2,4,2015/02/18,2015/10/07,10,2015,1
10,BSA,10050025,3,244,8.133333,0.3688525,1.844262,2,6,2014/06/19,2015/02/18,2,2015,1
11,BSA,10050026,3,236,7.866667,0.3813559,1.90678,2,4,2015/02/13,2015/10/07,10,2015,1
12,BSA,10050027,3,225,7.5,0.4,2,2,5,2015/02/18,2015/10/01,10,2015,1
13,BSA,10050028,3,225,7.5,0.4,2,2,5,2015/02/18,2015/10/01,10,2015,1
14,BSA,10050055,3,240,8,0.375,1.875,2,6,2014/06/18,2015/02/13,2,2015,1
15,BSA,10050056,2,240,8,0.25,1.25,2,4,2014/06/18,2015/02/13,2,2015,1
16,BSA,10050058,3,238,7.933333,0.3781513,1.890756,2,5,2014/06/19,2015/02/12,2,2015,1
17,BSA,10050063,3,254,8.466666,0.3543307,1.771654,2,5,2014/06/25,2015/03/06,3,2015,1
18,KKM,10050065,3,55,1.833333,1.636364,8.181818,2,6,2015/05/28,2015/07/22,7,2015,1
19,BSA,10050066,5,139,4.633333,1.079137,5.395684,3,8,2015/05/28,2015/10/14,10,2015,1
20,BSA,10050067,5,139,4.633333,1.079137,5.395684,3,9,2015/05/28,2015/10/14,10,2015,1
21,BSA,10050071,5,473,15.76667,0.3171248,1.585624,5,9,2014/06/11,2015/10/01,10,2015,1
22,BSA,10050072,5,476,15.86667,0.3151261,1.57563,3,7,2014/06/12,2015/10/01,10,2015,1
23,BSA,10050073,2,251,8.366667,0.2390438,1.195219,2,5,2014/06/13,2015/02/19,2,2015,1
24,BSA,10050074,3,224,7.466667,0.4017857,2.008929,2,5,2015/02/19,2015/10/01,10,2015,1
25,BSA,10050075,3,224,7.466667,0.4017857,2.008929,2,4,2015/02/19,2015/10/01,10,2015,1
26,BSA,10050076,4,476,15.86667,0.2521008,1.260504,3,6,2014/06/12,2015/10/01,10,2015,1
27,BSA,10050084,3,61,2.033333,1.47541,7.377049,2,6,2015/07/29,2015/09/28,9,2015,1
28,BSA,10050086,3,106,3.533333,0.8490566,4.245283,3,7,2015/07/11,2015/10/29,10,2015,1
29,KKM,10050088,2,237,7.9,0.2531646,1.265823,2,4,2014/06/20,2015/02/12,2,2015,1
30,KKM,10050089,3,237,7.9,0.3797468,1.898734,2,5,2015/02/12,2015/10/07,10,2015,1
31,BSA,10050091,8,470,15.66667,0.5106383,2.553191,4,10,2014/06/24,2015/10/07,10,2015,1
32,BSA,10050092,3,237,7.9,0.3797468,1.898734,2,5,2015/02/12,2015/10/07,10,2015,1
33,BSA,10050093,4,471,15.7,0.2547771,1.273885,3,6,2014/06/23,2015/10/07,10,2015,1
34,BSA,10050094,6,471,15.7,0.3821656,1.910828,3,8,2014/06/23,2015/10/07,10,2015,1
35,BSA,10050095,6,470,15.66667,0.3829787,1.914894,3,8,2014/06/24,2015/10/07,10,2015,1
36,BSA,10050111,3,173,5.766667,0.5202312,2.601156,3,7,2015/04/24,2015/10/14,10,2015,1
37,BSA,10050156,3,111,3.7,0.8108108,4.054054,2,6,2015/06/10,2015/09/29,9,2015,1
38,BSA,10050158,1,71,2.366667,0.4225352,2.112676,2,2,2015/06/17,2015/08/27,8,2015,1
39,BSA,10050160,1,43,1.433333,0.6976745,3.488372,2,3,2015/06/17,2015/07/30,7,2015,1
40,BSA,10050161,3,71,2.366667,1.267606,6.338028,2,6,2015/06/17,2015/08/27,8,2015,1
41,BSA,10050163,3,41,1.366667,2.195122,10.97561,2,7,2015/06/05,2015/07/16,7,2015,1
42,KKM,10050168,2.5,35,1.166667,2.142857,10.71429,2,5,2015/06/17,2015/07/22,7,2015,1
43,KKM,10050184,3.5,111,3.7,0.9459459,4.72973,2,6,2015/06/17,2015/10/06,10,2015,1
44,BSA,10050191,3,253,8.433333,0.3557312,1.778656,2,6,2014/06/26,2015/03/06,3,2015,1
45,BSA,10050194,3,253,8.433333,0.3557312,1.778656,2,6,2014/06/26,2015/03/06,3,2015,1
46,BSA,10060020,11,217,7.233333,1.520737,7.603687,7,21,2015/04/01,2015/11/12,11,2015,1
47,KKM,10060025,6,471,15.7,0.3821656,1.910828,3,8,2014/06/23,2015/10/07,10,2015,1
48,BSA,10060028,2,113,3.766667,0.5309734,2.654867,2,6,2015/07/22,2015/11/12,11,2015,1
49,BSA,10070002,3.5,57,1.9,1.842105,9.210526,2,6,2015/06/22,2015/08/18,8,2015,1
50,BSA,10070005,6.5,125,4.166667,1.56,7.8,3,9,2015/06/14,2015/10/17,10,2015,1
51,BSA,10070006,3.3,14,0.4666667,7.071428,35.35714,2,6,2015/06/22,2015/07/06,7,2015,1
52,BSA,10070008,3,56,1.866667,1.607143,8.035714,2,7,2015/06/04,2015/07/30,7,2015,1
53,BSA,10070034,4,60,2,2,10,2,7,2015/08/15,2015/10/14,10,2015,1
54,BSA,10070036,2,60,2,1,5,2,6,2015/08/15,2015/10/14,10,2015,1
55,BSA,10070039,2,100,3.333333,0.6,3,2,6,2015/08/04,2015/11/12,11,2015,1
56,BSA,10070040,2,100,3.333333,0.6,3,2,6,2015/08/04,2015/11/12,11,2015,1
57,BSA,10070042,11,135,4.5,2.444444,12.22222,5,14,2015/06/14,2015/10/27,10,2015,1
58,BSA,10070044,2,76,2.533333,0.7894737,3.947369,2,5,2015/07/29,2015/10/13,10,2015,1
59,BSA,10070046,11.5,141,4.7,2.446809,12.23404,4,12,2015/05/26,2015/10/14,10,2015,1
60,BSA,10070047,3,91,3.033333,0.989011,4.945055,2,7,2015/04/06,2015/07/06,7,2015,1
61,BSA,10070048,5.5,122,4.066667,1.352459,6.762295,3,8,2015/06/14,2015/10/14,10,2015,1
62,BSA,10070050,11.5,140,4.666667,2.464286,12.32143,4,12,2015/05/28,2015/10/15,10,2015,1
63,KKM,10070051,5,435,14.5,0.3448276,1.724138,3,8,2014/05/05,2015/07/14,7,2015,1
64,KKM,10070052,2,263,8.766666,0.2281369,1.140684,2,4,2014/06/05,2015/02/23,2,2015,1
65,KKM,10070054,5,426,14.2,0.3521127,1.760563,3,8,2014/05/02,2015/07/02,7,2015,1
66,KKM,10070056,2,119,3.966667,0.5042017,2.521008,2,4,2015/04/27,2015/08/24,8,2015,1
67,KKM,10070057,6,381,12.7,0.472441,2.362205,4,8,2014/05/12,2015/05/28,5,2015,1
68,KKM,10070059,4,289,9.633333,0.4152249,2.076125,3,6,2015/01/17,2015/11/02,11,2015,1
69,KKM,10070060,4,289,9.633333,0.4152249,2.076125,3,6,2015/01/17,2015/11/02,11,2015,1
70,KKM,10070061,2,335,11.16667,0.1791045,0.8955224,2,4,2014/05/27,2015/04/27,4,2015,1
71,KKM,10070064,2,157,5.233333,0.3821656,1.910828,2,4,2015/02/07,2015/07/14,7,2015,1
72,KKM,10070065,1,426,14.2,0.0704225,0.3521127,2,4,2014/05/06,2015/07/06,7,2015,1
73,KKM,10070067,4,289,9.633333,0.4152249,2.076125,3,6,2015/01/17,2015/11/02,11,2015,1
74,KKM,10070068,3,112,3.733333,0.8035714,4.017857,2,6,2015/07/02,2015/10/22,10,2015,1
75,KKM,10070070,3,135,4.5,0.6666667,3.333333,2,6,2015/02/17,2015/07/02,7,2015,1
76,KKM,10070076,4,395,13.16667,0.3037975,1.518987,3,7,2014/06/06,2015/07/06,7,2015,1
77,KKM,10070077,3,110,3.666667,0.8181818,4.090909,2,4,2015/02/07,2015/05/28,5,2015,1
78,KKM,10070078,2,250,8.333333,0.24,1.2,2,4,2014/05/12,2015/01/17,1,2015,1
79,KKM,10070079,6,380,12.66667,0.4736842,2.368421,4,8,2014/05/13,2015/05/28,5,2015,1
80,KKM,10070081,5,191,6.366667,0.7853403,3.926702,3,7,2014/11/18,2015/05/28,5,2015,1
81,KKM,10070083,3,110,3.666667,0.8181818,4.090909,2,7,2015/02/07,2015/05/28,5,2015,1
82,KKM,10070086,4,442,14.73333,0.2714932,1.357466,3,6,2014/05/29,2015/08/14,8,2015,1
83,KKM,10070090,4,423,14.1,0.2836879,1.41844,3,6,2014/05/26,2015/07/23,7,2015,1
84,KKM,10070091,6,246,8.2,0.7317073,3.658537,3,9,2015/02/17,2015/10/21,10,2015,1
85,KKM,10070092,4,443,14.76667,0.2708804,1.354402,3,6,2014/05/28,2015/08/14,8,2015,1
86,KKM,10070094,6,520,17.33333,0.3461538,1.730769,4,9,2014/05/22,2015/10/24,10,2015,1
87,KKM,10070095,4,526,17.53333,0.2281369,1.140684,3,6,2014/05/16,2015/10/24,10,2015,1
88,KKM,10070096,6,521,17.36667,0.3454894,1.727447,4,9,2014/05/20,2015/10/23,10,2015,1
89,KKM,10070100,4,444,14.8,0.2702703,1.351351,3,6,2014/05/27,2015/08/14,8,2015,1
90,KKM,10070101,6,191,6.366667,0.9424084,4.712042,3,8,2014/11/18,2015/05/28,5,2015,1
91,KKM,10070105,6,537,17.9,0.3351955,1.675978,4,8,2014/05/14,2015/11/02,11,2015,1
92,KKM,10070106,5,380,12.66667,0.3947368,1.973684,4,8,2014/05/13,2015/05/28,5,2015,1
93,KKM,10070112,3,138,4.6,0.6521739,3.26087,2,5,2015/02/18,2015/07/06,7,2015,1
94,KKM,10070115,2,265,8.833333,0.2264151,1.132076,2,4,2014/06/03,2015/02/23,2,2015,1
95,KKM,10070116,2,418,13.93333,0.1435407,0.7177033,2,4,2014/05/22,2015/07/14,7,2015,1
96,KKM,10070118,2,102,3.4,0.5882353,2.941176,2,4,2015/07/14,2015/10/24,10,2015,1
97,KKM,10070122,4,170,5.666667,0.7058824,3.529412,2,6,2015/01/17,2015/07/06,7,2015,1
98,KKM,10070123,2,155,5.166667,0.3870968,1.935484,2,4,2015/02/09,2015/07/14,7,2015,1
99,KKM,10070124,4,289,9.633333,0.4152249,2.076125,3,6,2015/01/17,2015/11/02,11,2015,1
100,KKM,10070125,2,170,5.666667,0.3529412,1.764706,2,4,2015/01/17,2015/07/06,7,2015,1
101,KKM,10070126,4,417,13.9,0.2877698,1.438849,3,6,2014/05/15,2015/07/06,7,2015,1
102,KKM,10070129,4,419,13.96667,0.2863962,1.431981,3,6,2014/05/21,2015/07/14,7,2015,1
103,KKM,10070131,4,453,15.1,0.2649007,1.324503,3,6,2014/05/28,2015/08/24,8,2015,1
104,KKM,10070133,6,191,6.366667,0.9424084,4.712042,3,8,2014/11/18,2015/05/28,5,2015,1
105,KKM,10070136,2,120,4,0.5,2.5,2,4,2015/04/27,2015/08/25,8,2015,1
106,KKM,10070144,3,146,4.866667,0.6164383,3.082192,2,6,2015/02/18,2015/07/14,7,2015,1
107,KKM,10070158,5,191,6.366667,0.7853403,3.926702,3,6,2014/11/18,2015/05/28,5,2015,1
108,BSA,10080008,2.5,63,2.1,1.190476,5.952382,2,5,2015/08/25,2015/10/27,10,2015,1
109,BSA,10080010,2.5,63,2.1,1.190476,5.952382,2,5,2015/08/25,2015/10/27,10,2015,1
110,BSA,10080012,4,72,2.4,1.666667,8.333333,2,7,2015/08/11,2015/10/22,10,2015,1
111,KKM,10100035,2,10,0.3333333,6,30,2,4,2015/07/17,2015/07/27,7,2015,1
112,BGM,10110102,3,95,3.166667,0.9473684,4.736842,2,5,2015/01/15,2015/04/20,4,2015,1
113,BGM,10110105,4,94,3.133333,1.276596,6.382978,2,5,2015/01/16,2015/04/20,4,2015,1
114,BGM,10110206,6,169,5.633333,1.065089,5.325444,3,9,2015/01/20,2015/07/08,7,2015,1
115,BGM,10110208,2,146,4.866667,0.4109589,2.054794,2,5,2015/01/16,2015/06/11,6,2015,1
116,BGM,10110301,4,147,4.9,0.8163265,4.081633,2,7,2015/01/15,2015/06/11,6,2015,1
117,BGM,10110303,4,129,4.3,0.9302325,4.651163,3,7,2015/01/15,2015/05/24,5,2015,1
118,BGM,10110305,4,69,2.3,1.73913,8.695652,2,7,2015/03/04,2015/05/12,5,2015,1
119,BGM,10110402,1,53,1.766667,0.5660377,2.830189,2,4,2015/02/19,2015/04/13,4,2015,1
120,BGM,10110403,1,92,3.066667,0.326087,1.630435,2,4,2015/02/19,2015/05/22,5,2015,1
121,BGM,10110406,3,70,2.333333,1.285714,6.428572,2,5,2015/04/22,2015/07/01,7,2015,1
122,BGM,10110501,7,140,4.666667,1.5,7.5,3,9,2015/03/16,2015/08/03,8,2015,1
123,BGM,10110502,3,60,2,1.5,7.5,2,7,2015/03/12,2015/05/11,5,2015,1
124,BGM,10110503,7,191,6.366667,1.099476,5.497382,3,11,2015/01/24,2015/08/03,8,2015,1
125,BGM,10110505,5,151,5.033333,0.9933775,4.966887,3,7,2015/03/13,2015/08/11,8,2015,1
126,BGM,10110601,3,160,5.333333,0.5625,2.8125,3,6,2015/03/10,2015/08/17,8,2015,1
127,BGM,10110602,2,70,2.333333,0.8571429,4.285714,2,4,2015/06/01,2015/08/10,8,2015,1
128,BGM,10110603,2,67,2.233333,0.8955224,4.477612,2,6,2015/06/11,2015/08/17,8,2015,1
129,BGM,10110604,2,69,2.3,0.8695652,4.347826,2,5,2015/06/09,2015/08/17,8,2015,1
130,BGM,10110606,4,80,2.666667,1.5,7.5,2,7,2015/04/14,2015/07/03,7,2015,1
131,BGM,10110608,3,159,5.3,0.5660377,2.830189,2,6,2015/03/11,2015/08/17,8,2015,1
132,BGM,10110701,6,202,6.733333,0.8910891,4.455446,3,10,2015/01/20,2015/08/10,8,2015,1
133,BGM,10110702,2,195,6.5,0.3076923,1.538462,2,5,2015/01/27,2015/08/10,8,2015,1
134,BGM,10110801,4,119,3.966667,1.008403,5.042017,2,7,2015/04/14,2015/08/11,8,2015,1
135,BGM,10110804,5,195,6.5,0.7692308,3.846154,3,7,2015/01/28,2015/08/11,8,2015,1
136,BGM,10110902,1,71,2.366667,0.4225352,2.112676,2,5,2015/05/24,2015/08/03,8,2015,1
137,BGM,10110905,6,176,5.866667,1.022727,5.113636,3,10,2015/01/13,2015/07/08,7,2015,1
138,BGM,10111002,3,117,3.9,0.7692307,3.846154,2,5,2015/02/05,2015/06/02,6,2015,1
139,BGM,10111102,3,42,1.4,2.142857,10.71428,2,5,2015/03/13,2015/04/24,4,2015,1
140,BGM,10111106,2,77,2.566667,0.7792208,3.896104,2,5,2015/02/07,2015/04/25,4,2015,1
141,BGM,10111204,5,169,5.633333,0.887574,4.43787,3,8,2015/01/29,2015/07/17,7,2015,1
142,BGM,10111401,1,102,3.4,0.2941176,1.470588,2,5,2015/02/11,2015/05/24,5,2015,1
143,BGM,10111404,3,150,5,0.6,3,3,6,2015/02/11,2015/07/11,7,2015,1
144,BGM,10111408,3,132,4.4,0.6818182,3.409091,2,7,2015/02/28,2015/07/10,7,2015,1
145,BGM,10111410,4,190,6.333333,0.6315789,3.157895,4,10,2015/02/06,2015/08/17,8,2015,1
146,BGM,10111501,4,146,4.866667,0.8219178,4.109589,3,8,2015/02/10,2015/07/06,7,2015,1
147,BGM,10111508,2,78,2.6,0.7692308,3.846154,2,6,2015/02/17,2015/05/06,5,2015,1
148,BGM,10111510,3,84,2.8,1.071429,5.357142,2,6,2015/02/11,2015/05/06,5,2015,1
149,BGM,10111604,4,62,2.066667,1.935484,9.67742,2,5,2015/01/28,2015/03/31,3,2015,1
150,BGM,10111704,3,166,5.533333,0.5421687,2.710843,3,9,2015/02/12,2015/08/03,8,2015,1
151,BGM,10111706,2,140,4.666667,0.4285714,2.142857,2,7,2015/03/09,2015/07/27,7,2015,1
152,BGM,10111708,3,91,3.033333,0.989011,4.945055,2,7,2015/05/04,2015/08/03,8,2015,1
153,BGM,10111801,3,83,2.766667,1.084337,5.421687,2,6,2015/03/11,2015/06/02,6,2015,1
154,BGM,10111803,4,150,5,0.8,4,2,5,2015/02/10,2015/07/10,7,2015,1
155,BGM,10111804,2,130,4.333333,0.4615384,2.307692,2,6,2015/01/23,2015/06/02,6,2015,1
156,BGM,10111808,5,157,5.233333,0.9554141,4.77707,3,9,2015/03/10,2015/08/14,8,2015,1
157,BGM,10111901,4,76,2.533333,1.578947,7.894737,2,6,2015/02/11,2015/04/28,4,2015,1
158,BGM,10111907,2,63,2.1,0.952381,4.761905,2,5,2015/02/24,2015/04/28,4,2015,1
159,BGM,10112001,6,273,9.1,0.6593406,3.296703,3,9,2015/01/26,2015/10/26,10,2015,1
160,BGM,10112003,5,273,9.1,0.5494505,2.747252,3,7,2015/01/26,2015/10/26,10,2015,1
161,BGM,10112103,3,116,3.866667,0.7758621,3.879311,2,5,2015/02/13,2015/06/09,6,2015,1
162,BGM,10112202,3,128,4.266667,0.7031249,3.515625,2,5,2015/02/13,2015/06/21,6,2015,1
163,BGM,10112205,6,273,9.1,0.6593406,3.296703,3,6,2015/01/26,2015/10/26,10,2015,1
164,BGM,10112302,3,106,3.533333,0.8490566,4.245283,2,6,2015/02/23,2015/06/09,6,2015,1
165,BGM,10112305,2,106,3.533333,0.5660377,2.830189,2,5,2015/02/23,2015/06/09,6,2015,1
166,BGM,10112404,6,230,7.666667,0.7826087,3.913043,3,8,2015/02/17,2015/10/05,10,2015,1
167,BGM,10112410,1,16,0.5333334,1.875,9.374999,2,5,2015/06/21,2015/07/07,7,2015,1
168,BGM,10112502,4,180,6,0.6666667,3.333333,3,8,2015/01/28,2015/07/27,7,2015,1
169,BGM,10112504,2,62,2.066667,0.967742,4.83871,2,5,2015/01/28,2015/03/31,3,2015,1
170,SYA,10120003,4,127,4.233333,0.9448819,4.72441,2,8,2014/07/08,2014/11/12,11,2014,1
171,MGR,10120006,11,491,16.36667,0.6720977,3.360489,6,15,2014/06/17,2015/10/21,10,2015,1
172,KKM,10120014,10,155,5.166667,1.935484,9.67742,4,12,2015/02/03,2015/07/08,7,2015,1
173,SYA,10120017,4.2,222,7.4,0.5675675,2.837838,3,7,2015/03/25,2015/11/02,11,2015,1
174,SYA,10120019,2,145,4.833333,0.4137931,2.068965,2,4,2015/01/29,2015/06/23,6,2015,1
175,KKM,10120021,5,293,9.766666,0.5119454,2.559727,3,8,2015/01/14,2015/11/03,11,2015,1
176,KKM,10120025,3,148,4.933333,0.6081081,3.04054,2,4,2015/01/15,2015/06/12,6,2015,1
177,SYA,10120027,8,275,9.166667,0.8727272,4.363636,4,11,2015/02/03,2015/11/05,11,2015,1
178,SYA,10120033,1.5,119,3.966667,0.3781513,1.890756,2,5,2015/02/17,2015/06/16,6,2015,1
179,SYA,10120034,2.5,123,4.1,0.6097561,3.04878,2,5,2015/02/13,2015/06/16,6,2015,1
180,SYA,10120035,2.5,97,3.233333,0.7731959,3.865979,2,5,2015/01/15,2015/04/22,4,2015,1
181,SYA,10120038,3,49,1.633333,1.836735,9.183673,2,6,2015/03/24,2015/05/12,5,2015,1
182,SYA,10120044,2,99,3.3,0.6060606,3.030303,2,5,2015/03/02,2015/06/09,6,2015,1
183,KKM,10120047,2.5,126,4.2,0.5952381,2.976191,2,4,2015/01/14,2015/05/20,5,2015,1
184,KKM,10120048,2.5,126,4.2,0.5952381,2.976191,2,4,2015/01/14,2015/05/20,5,2015,1
185,KKM,10120052,4,137,4.566667,0.8759124,4.379562,3,6,2015/01/16,2015/06/02,6,2015,1
186,KKM,10120054,2,85,2.833333,0.7058824,3.529412,2,4,2015/02/25,2015/05/21,5,2015,1
187,KKM,10120060,2,151,5.033333,0.397351,1.986755,2,4,2015/02/09,2015/07/10,7,2015,1
188,KKM,10120065,5,188,6.266667,0.7978723,3.989362,3,6,2015/01/14,2015/07/21,7,2015,1
189,KKM,10120071,2,138,4.6,0.4347826,2.173913,2,4,2015/01/16,2015/06/03,6,2015,1
190,KKM,10120072,5,137,4.566667,1.09489,5.474452,3,6,2015/01/16,2015/06/02,6,2015,1
191,KKM,10120084,2,95,3.166667,0.6315789,3.157895,2,4,2015/01/16,2015/04/21,4,2015,1
192,KKM,10120085,2,92,3.066667,0.6521739,3.26087,3,6,2015/01/16,2015/04/21,4,2015,1
193,KKM,10120092,7,293,9.766666,0.7167236,3.583618,4,9,2015/01/14,2015/11/03,11,2015,1
194,KKM,10120101,2,85,2.833333,0.7058824,3.529412,2,4,2015/02/25,2015/05/21,5,2015,1
195,BGM,10130104,1,95,3.166667,0.3157895,1.578947,2,4,2015/02/27,2015/06/02,6,2015,1
196,BGM,10130108,2,131,4.366667,0.4580153,2.290076,2,6,2015/02/27,2015/07/08,7,2015,1
197,BGM,10130203,3,158,5.266667,0.5696203,2.848101,2,5,2015/02/05,2015/07/13,7,2015,1
198,BGM,10130302,2,60,2,1,5,2,2,2015/01/22,2015/03/23,3,2015,1
199,BGM,10130305,4,147,4.9,0.8163265,4.081633,2,6,2015/01/22,2015/06/18,6,2015,1
200,BGM,10130307,3,110,3.666667,0.8181818,4.090909,2,6,2015/01/22,2015/05/12,5,2015,1
201,BGM,10130308,3,60,2,1.5,7.5,2,6,2015/01/22,2015/03/23,3,2015,1
202,BGM,10130405,3,105,3.5,0.8571429,4.285714,2,7,2015/03/02,2015/06/15,6,2015,1
203,BGM,10130406,2,112,3.733333,0.5357143,2.678571,2,6,2015/03/02,2015/06/22,6,2015,1
204,BGM,10130407,4,115,3.833333,1.043478,5.217391,3,7,2015/02/27,2015/06/22,6,2015,1
205,BGM,10130502,3,124,4.133333,0.7258065,3.629032,2,6,2015/02/20,2015/06/24,6,2015,1
206,BGM,10130508,4,124,4.133333,0.967742,4.83871,2,5,2015/02/20,2015/06/24,6,2015,1
207,BGM,10130602,3,45,1.5,2,10,2,6,2015/03/09,2015/04/23,4,2015,1
208,BGM,10130703,4,60,2,2,10,2,5,2015/01/19,2015/03/20,3,2015,1
209,BGM,10130705,3,268,8.933333,0.3358209,1.679104,2,5,2015/01/19,2015/10/14,10,2015,1
210,BGM,10130707,5,155,5.166667,0.967742,4.83871,3,7,2015/01/19,2015/06/23,6,2015,1
211,BGM,10130801,3,125,4.166667,0.72,3.6,2,7,2015/03/07,2015/07/10,7,2015,1
212,BGM,10130802,3,67,2.233333,1.343284,6.716418,2,6,2015/05/04,2015/07/10,7,2015,1
213,BGM,10130803,2,125,4.166667,0.48,2.4,2,6,2015/03/07,2015/07/10,7,2015,1
214,BGM,10130805,3,47,1.566667,1.914894,9.574468,2,7,2015/03/07,2015/04/23,4,2015,1
215,BGM,10130901,2,88,2.933333,0.6818182,3.409091,2,5,2015/03/19,2015/06/15,6,2015,1
216,BGM,10130902,3,46,1.533333,1.956522,9.782609,2,4,2015/02/05,2015/03/23,3,2015,1
217,BGM,10130904,5,164,5.466667,0.9146342,4.573171,3,9,2015/01/27,2015/07/10,7,2015,1
218,BGM,10131005,5,161,5.366667,0.931677,4.658385,3,7,2015/01/14,2015/06/24,6,2015,1
219,BGM,10131007,3,71,2.366667,1.267606,6.338028,2,4,2015/01/14,2015/03/26,3,2015,1
220,BGM,10131008,4,143,4.766667,0.8391608,4.195804,3,7,2015/01/26,2015/06/18,6,2015,1
221,BGM,10131009,6,190,6.333333,0.9473684,4.736842,3,7,2015/01/26,2015/08/04,8,2015,1
222,BGM,10131014,2,97,3.233333,0.6185567,3.092783,2,4,2015/01/14,2015/04/21,4,2015,1
223,BGM,10131016,3,98,3.266667,0.9183673,4.591836,2,6,2015/01/13,2015/04/21,4,2015,1
224,BGM,10131018,2,155,5.166667,0.3870968,1.935484,2,5,2015/01/14,2015/06/18,6,2015,1
225,BGM,10131020,3,143,4.766667,0.6293706,3.146853,2,6,2015/01/26,2015/06/18,6,2015,1
226,BGM,10131103,4,180,6,0.6666667,3.333333,2,6,2015/01/21,2015/07/20,7,2015,1
227,BGM,10131201,5,70,2.333333,2.142857,10.71429,3,6,2015/02/02,2015/04/13,4,2015,1
228,BGM,10131206,2,77,2.566667,0.7792208,3.896104,2,5,2015/03/17,2015/06/02,6,2015,1
229,BGM,10131208,1,50,1.666667,0.6,3,2,4,2015/02/04,2015/03/26,3,2015,1
230,BGM,10131209,1,96,3.2,0.3125,1.5625,2,3,2015/03/17,2015/06/21,6,2015,1
231,1AF,10140004,2,89,2.966667,0.6741573,3.370787,2,4,2015/05/22,2015/08/19,8,2015,1
232,1AF,10140005,5,160,5.333333,0.9375,4.6875,3,5,2015/03/12,2015/08/19,8,2015,1
233,1AF,10140009,3,95,3.166667,0.9473684,4.736842,2,6,2015/02/18,2015/05/24,5,2015,1
234,1AF,10140012,2,78,2.6,0.7692308,3.846154,2,5,2015/06/02,2015/08/19,8,2015,1
235,1AF,10140013,3,89,2.966667,1.011236,5.05618,2,5,2015/03/12,2015/06/09,6,2015,1
236,1AF,10160002,14.5,275,9.166667,1.581818,7.909091,6,16,2015/01/13,2015/10/15,10,2015,1
237,1AF,10160004,5,235,7.833333,0.6382979,3.191489,3,6,2015/02/20,2015/10/13,10,2015,1
238,1AF,10160005,5,235,7.833333,0.6382979,3.191489,3,6,2015/02/20,2015/10/13,10,2015,1
239,1AF,10160010,5,235,7.833333,0.6382979,3.191489,3,6,2015/02/20,2015/10/13,10,2015,1
240,1AF,10160014,5,244,8.133333,0.6147541,3.073771,3,7,2015/02/11,2015/10/13,10,2015,1
241,1AF,10160017,5,230,7.666667,0.6521739,3.26087,3,6,2015/03/05,2015/10/21,10,2015,1
242,1AF,10160021,5,272,9.066667,0.5514706,2.757353,3,7,2015/01/23,2015/10/22,10,2015,1
243,1AF,10160022,5,232,7.733333,0.6465517,3.232759,3,7,2015/03/04,2015/10/22,10,2015,1
244,1AF,10160027,7,264,8.8,0.7954545,3.977273,4,9,2015/01/24,2015/10/15,10,2015,1
245,1AF,10160039,5,270,9,0.5555556,2.777778,3,6,2015/01/24,2015/10/21,10,2015,1
246,1AF,10160040,5,272,9.066667,0.5514706,2.757353,3,7,2015/01/22,2015/10/21,10,2015,1
247,1AF,10160041,5,229,7.633333,0.6550218,3.275109,3,7,2015/03/07,2015/10/22,10,2015,1
248,1AF,10160045,5,229,7.633333,0.6550218,3.275109,3,7,2015/03/07,2015/10/22,10,2015,1
249,1AF,10160056,5,192,6.4,0.78125,3.90625,3,7,2015/03/04,2015/09/12,9,2015,1
250,1AF,10160057,7,231,7.7,0.9090909,4.545455,4,9,2015/03/04,2015/10/21,10,2015,1
251,1AF,10160061,3,166,5.533333,0.5421687,2.710843,2,5,2015/02/21,2015/08/06,8,2015,1
252,1AF,10160064,5,265,8.833333,0.5660378,2.830189,3,7,2015/01/23,2015/10/15,10,2015,1
253,1AF,10160065,5,272,9.066667,0.5514706,2.757353,3,7,2015/01/22,2015/10/21,10,2015,1
254,1AF,10160066,7,264,8.8,0.7954545,3.977273,4,8,2015/01/24,2015/10/15,10,2015,1
255,1AF,10160068,5,229,7.633333,0.6550218,3.275109,3,7,2015/03/07,2015/10/22,10,2015,1
256,1AF,10160074,3,201,6.7,0.4477612,2.238806,2,4,2015/02/05,2015/08/25,8,2015,1
